,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2
0,"[920, 126, 110, 138]",0.08,0.01,0.11,0.05,0.53,0.02,0.21,,,,,,,,,,,,,,,,
1,"[917, 124, 115, 138]",0.08,0.01,0.08,0.02,0.67,0.01,0.13,"[366, 127, 121, 139]",0.17,0.0,0.09,0.0,0.25,0.02,0.48,,,,,,,,
2,"[918, 124, 113, 145]",0.11,0.0,0.15,0.07,0.31,0.16,0.2,"[359, 116, 126, 150]",0.06,0.0,0.02,0.0,0.29,0.01,0.61,,,,,,,,
3,"[361, 123, 127, 146]",0.06,0.0,0.01,0.0,0.13,0.01,0.78,"[914, 119, 114, 146]",0.11,0.0,0.05,0.03,0.66,0.0,0.15,,,,,,,,
4,"[919, 124, 113, 147]",0.1,0.01,0.12,0.06,0.47,0.05,0.2,"[359, 122, 129, 150]",0.09,0.0,0.03,0.0,0.28,0.01,0.59,"[590, 563, 95, 126]",0.09,0.15,0.07,0.03,0.26,0.02,0.39
5,"[356, 125, 123, 146]",0.06,0.0,0.02,0.01,0.22,0.01,0.68,"[923, 124, 110, 143]",0.05,0.0,0.18,0.04,0.18,0.44,0.11,,,,,,,,
6,"[909, 127, 116, 140]",0.14,0.01,0.13,0.07,0.25,0.26,0.14,,,,,,,,,,,,,,,,
7,"[912, 121, 114, 144]",0.09,0.0,0.13,0.01,0.57,0.01,0.2,,,,,,,,,,,,,,,,
8,"[914, 115, 114, 146]",0.11,0.0,0.24,0.01,0.38,0.08,0.17,"[276, 125, 126, 154]",0.32,0.0,0.02,0.0,0.24,0.01,0.4,,,,,,,,
9,"[911, 124, 118, 143]",0.15,0.0,0.14,0.01,0.55,0.02,0.13,"[341, 118, 120, 138]",0.41,0.0,0.02,0.0,0.08,0.01,0.47,,,,,,,,
10,"[342, 116, 120, 141]",0.38,0.0,0.04,0.01,0.15,0.02,0.4,"[917, 121, 117, 148]",0.1,0.0,0.18,0.06,0.38,0.1,0.17,,,,,,,,
11,"[342, 115, 118, 138]",0.36,0.0,0.05,0.0,0.12,0.04,0.42,,,,,,,,,,,,,,,,
12,"[926, 122, 112, 139]",0.14,0.0,0.23,0.03,0.26,0.13,0.2,"[344, 107, 131, 158]",0.24,0.0,0.02,0.01,0.05,0.03,0.65,,,,,,,,
13,"[344, 117, 119, 139]",0.25,0.0,0.04,0.0,0.19,0.02,0.5,"[917, 171, 117, 152]",0.16,0.0,0.12,0.02,0.68,0.01,0.01,,,,,,,,
14,"[347, 112, 122, 141]",0.12,0.0,0.05,0.08,0.03,0.1,0.61,"[928, 120, 116, 144]",0.05,0.0,0.11,0.08,0.27,0.02,0.47,,,,,,,,
15,"[336, 113, 130, 150]",0.06,0.0,0.01,0.07,0.1,0.0,0.76,"[926, 120, 116, 147]",0.04,0.0,0.06,0.04,0.52,0.0,0.34,,,,,,,,
16,"[337, 120, 124, 146]",0.5,0.0,0.01,0.0,0.11,0.03,0.35,"[922, 122, 116, 146]",0.02,0.0,0.03,0.04,0.29,0.0,0.62,,,,,,,,
17,"[932, 113, 113, 137]",0.07,0.0,0.1,0.0,0.77,0.0,0.05,,,,,,,,,,,,,,,,
18,"[368, 116, 119, 143]",0.35,0.0,0.07,0.0,0.15,0.1,0.33,"[935, 113, 113, 138]",0.08,0.0,0.2,0.01,0.66,0.01,0.04,,,,,,,,
19,"[928, 121, 111, 136]",0.05,0.0,0.04,0.0,0.87,0.0,0.03,,,,,,,,,,,,,,,,
20,"[338, 116, 129, 153]",0.21,0.0,0.02,0.0,0.2,0.02,0.55,"[936, 117, 116, 145]",0.07,0.0,0.24,0.02,0.52,0.05,0.11,,,,,,,,
21,"[929, 114, 115, 143]",0.07,0.0,0.11,0.03,0.57,0.01,0.21,"[353, 110, 126, 153]",0.26,0.0,0.08,0.01,0.06,0.35,0.24,,,,,,,,
