,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,box3,angry3,disgust3,fear3,happy3,sad3,surprise3,neutral3,box4,angry4,disgust4,fear4,happy4,sad4,surprise4,neutral4
10,"[505, 150, 21, 28]",0.0,0.0,0.0,0.98,0.0,0.0,0.01,"[559, 226, 18, 23]",0.04,0.0,0.05,0.13,0.23,0.01,0.53,"[249, 95, 98, 122]",0.5,0.0,0.03,0.02,0.09,0.0,0.36,"[526, 328, 29, 37]",0.04,0.0,0.15,0.16,0.1,0.01,0.54,,,,,,,,
11,"[559, 226, 18, 22]",0.04,0.01,0.06,0.15,0.24,0.02,0.48,"[505, 150, 21, 28]",0.0,0.0,0.0,0.98,0.0,0.0,0.02,"[526, 328, 28, 35]",0.03,0.0,0.15,0.08,0.19,0.0,0.54,,,,,,,,,,,,,,,,
12,"[504, 150, 22, 29]",0.0,0.0,0.0,0.97,0.0,0.0,0.02,"[559, 225, 19, 24]",0.07,0.02,0.05,0.09,0.18,0.01,0.59,"[526, 329, 27, 34]",0.04,0.0,0.16,0.12,0.19,0.01,0.48,,,,,,,,,,,,,,,,
13,"[505, 151, 21, 28]",0.01,0.0,0.0,0.98,0.0,0.0,0.01,"[279, 101, 97, 122]",0.34,0.0,0.01,0.03,0.06,0.0,0.56,"[559, 226, 19, 25]",0.02,0.0,0.04,0.06,0.21,0.0,0.66,"[526, 329, 27, 34]",0.04,0.0,0.15,0.11,0.25,0.01,0.45,,,,,,,,
14,"[505, 151, 20, 27]",0.01,0.0,0.0,0.97,0.0,0.0,0.01,"[558, 226, 20, 24]",0.03,0.0,0.03,0.05,0.21,0.01,0.66,"[526, 328, 27, 34]",0.06,0.0,0.16,0.06,0.52,0.01,0.19,,,,,,,,,,,,,,,,
15,"[504, 151, 22, 28]",0.01,0.0,0.0,0.96,0.0,0.0,0.03,"[558, 226, 20, 25]",0.02,0.0,0.05,0.12,0.22,0.01,0.59,"[261, 87, 99, 131]",0.71,0.0,0.06,0.03,0.11,0.0,0.08,"[526, 329, 28, 34]",0.06,0.0,0.14,0.15,0.29,0.0,0.36,,,,,,,,
16,"[254, 88, 101, 120]",0.16,0.0,0.16,0.01,0.14,0.02,0.5,"[504, 151, 22, 28]",0.02,0.0,0.0,0.93,0.0,0.0,0.05,"[559, 225, 19, 25]",0.04,0.0,0.04,0.25,0.19,0.01,0.47,"[526, 329, 28, 35]",0.05,0.0,0.18,0.11,0.23,0.0,0.43,,,,,,,,
17,"[266, 84, 94, 120]",0.03,0.0,0.32,0.0,0.2,0.26,0.18,"[505, 150, 21, 28]",0.01,0.0,0.0,0.96,0.0,0.0,0.02,"[559, 226, 19, 23]",0.03,0.0,0.03,0.09,0.17,0.01,0.68,"[526, 329, 28, 35]",0.04,0.0,0.17,0.07,0.21,0.01,0.5,,,,,,,,
18,"[259, 79, 92, 106]",0.19,0.0,0.39,0.0,0.02,0.02,0.38,"[505, 150, 20, 28]",0.0,0.0,0.0,0.98,0.0,0.0,0.01,"[559, 226, 19, 23]",0.03,0.0,0.03,0.07,0.16,0.01,0.7,,,,,,,,,,,,,,,,
19,"[504, 149, 22, 29]",0.0,0.0,0.0,0.99,0.0,0.0,0.01,"[253, 74, 98, 131]",0.03,0.0,0.91,0.0,0.01,0.03,0.01,"[559, 225, 19, 24]",0.05,0.02,0.04,0.13,0.17,0.01,0.58,"[525, 328, 29, 36]",0.08,0.0,0.18,0.07,0.32,0.01,0.34,,,,,,,,
20,"[504, 150, 22, 29]",0.0,0.0,0.0,0.97,0.0,0.0,0.02,"[559, 226, 19, 24]",0.03,0.0,0.05,0.07,0.2,0.01,0.63,"[526, 329, 28, 36]",0.04,0.0,0.08,0.1,0.07,0.0,0.71,,,,,,,,,,,,,,,,
21,"[260, 106, 99, 119]",0.19,0.0,0.01,0.09,0.04,0.0,0.67,"[504, 150, 22, 29]",0.0,0.0,0.0,0.98,0.0,0.0,0.02,"[559, 226, 19, 24]",0.03,0.0,0.05,0.08,0.2,0.01,0.63,"[526, 329, 27, 35]",0.05,0.0,0.09,0.05,0.23,0.0,0.58,,,,,,,,
22,"[260, 93, 100, 126]",0.45,0.0,0.07,0.0,0.08,0.01,0.4,"[504, 150, 22, 29]",0.0,0.0,0.0,0.98,0.0,0.0,0.02,"[559, 226, 19, 24]",0.03,0.0,0.06,0.07,0.28,0.01,0.55,"[526, 329, 27, 33]",0.04,0.0,0.16,0.06,0.42,0.0,0.32,,,,,,,,
23,"[504, 150, 22, 29]",0.0,0.0,0.0,0.97,0.0,0.0,0.02,"[559, 226, 19, 24]",0.03,0.0,0.07,0.06,0.27,0.01,0.56,"[231, 101, 100, 121]",0.49,0.0,0.02,0.01,0.08,0.0,0.39,"[526, 329, 28, 35]",0.06,0.0,0.12,0.07,0.2,0.01,0.55,,,,,,,,
24,"[504, 150, 22, 29]",0.0,0.0,0.0,0.97,0.0,0.0,0.02,"[559, 226, 19, 24]",0.03,0.0,0.07,0.05,0.27,0.01,0.57,"[526, 329, 28, 34]",0.06,0.0,0.11,0.09,0.31,0.0,0.42,,,,,,,,,,,,,,,,
25,"[284, 86, 101, 131]",0.28,0.0,0.01,0.23,0.14,0.0,0.34,"[504, 151, 21, 27]",0.01,0.0,0.0,0.97,0.01,0.0,0.02,"[559, 225, 19, 23]",0.08,0.01,0.04,0.04,0.27,0.01,0.57,"[526, 328, 28, 36]",0.06,0.0,0.12,0.07,0.29,0.0,0.46,,,,,,,,
26,"[259, 81, 98, 123]",0.61,0.0,0.26,0.01,0.01,0.09,0.03,"[504, 148, 22, 30]",0.0,0.0,0.0,0.99,0.0,0.0,0.01,"[559, 225, 19, 24]",0.07,0.02,0.04,0.12,0.17,0.01,0.57,"[526, 328, 28, 36]",0.07,0.0,0.09,0.16,0.14,0.01,0.53,,,,,,,,
27,"[263, 86, 101, 130]",0.54,0.0,0.06,0.01,0.15,0.0,0.24,"[504, 149, 22, 29]",0.0,0.0,0.0,0.98,0.0,0.0,0.02,"[559, 225, 19, 24]",0.08,0.01,0.04,0.11,0.17,0.01,0.59,"[526, 328, 28, 35]",0.04,0.0,0.09,0.12,0.15,0.01,0.59,,,,,,,,
28,"[257, 76, 98, 121]",0.04,0.0,0.8,0.0,0.06,0.02,0.08,"[505, 149, 21, 28]",0.0,0.0,0.0,0.99,0.0,0.0,0.01,"[559, 225, 19, 24]",0.08,0.02,0.05,0.04,0.26,0.01,0.54,,,,,,,,,,,,,,,,
29,"[504, 150, 21, 28]",0.01,0.0,0.0,0.97,0.0,0.0,0.02,"[240, 79, 98, 120]",0.02,0.0,0.45,0.0,0.09,0.03,0.41,"[558, 225, 20, 24]",0.04,0.01,0.03,0.14,0.18,0.01,0.6,"[526, 329, 27, 34]",0.03,0.0,0.08,0.04,0.22,0.0,0.62,,,,,,,,
30,"[504, 151, 22, 27]",0.01,0.0,0.0,0.94,0.01,0.0,0.04,"[239, 98, 94, 116]",0.61,0.0,0.03,0.23,0.03,0.0,0.09,"[559, 225, 18, 24]",0.04,0.0,0.03,0.12,0.17,0.01,0.63,"[527, 328, 26, 36]",0.06,0.0,0.12,0.09,0.26,0.0,0.46,,,,,,,,
31,"[244, 86, 100, 120]",0.01,0.0,0.23,0.0,0.26,0.06,0.44,"[504, 150, 22, 28]",0.01,0.0,0.0,0.98,0.0,0.0,0.01,"[559, 225, 20, 25]",0.07,0.0,0.05,0.12,0.26,0.01,0.49,"[526, 329, 28, 35]",0.05,0.0,0.12,0.07,0.22,0.01,0.53,,,,,,,,
32,"[505, 149, 21, 29]",0.0,0.0,0.0,0.99,0.0,0.0,0.01,"[259, 80, 96, 114]",0.0,0.0,0.2,0.0,0.08,0.06,0.65,"[559, 226, 19, 22]",0.06,0.01,0.07,0.03,0.39,0.01,0.44,"[527, 329, 27, 34]",0.05,0.0,0.1,0.18,0.24,0.01,0.42,,,,,,,,
33,"[269, 81, 94, 116]",0.08,0.0,0.55,0.0,0.03,0.02,0.32,"[505, 149, 21, 28]",0.0,0.0,0.0,0.99,0.0,0.0,0.0,"[559, 226, 19, 24]",0.03,0.0,0.06,0.04,0.28,0.01,0.58,"[526, 329, 28, 34]",0.05,0.0,0.14,0.08,0.24,0.01,0.49,,,,,,,,
34,"[261, 86, 97, 119]",0.24,0.0,0.21,0.11,0.02,0.02,0.41,"[504, 150, 22, 28]",0.01,0.0,0.0,0.97,0.0,0.0,0.02,"[559, 225, 19, 24]",0.06,0.01,0.06,0.17,0.18,0.01,0.52,"[528, 329, 26, 34]",0.06,0.0,0.13,0.11,0.26,0.01,0.43,,,,,,,,
35,"[505, 149, 21, 29]",0.0,0.0,0.0,0.97,0.0,0.0,0.02,"[266, 76, 101, 124]",0.05,0.0,0.64,0.03,0.05,0.07,0.17,"[559, 225, 18, 24]",0.06,0.01,0.06,0.16,0.24,0.01,0.46,"[526, 329, 27, 34]",0.05,0.0,0.14,0.06,0.41,0.0,0.34,,,,,,,,
36,"[281, 77, 86, 110]",0.02,0.0,0.73,0.01,0.06,0.04,0.14,"[503, 147, 23, 31]",0.01,0.0,0.0,0.96,0.0,0.0,0.02,"[560, 227, 17, 22]",0.02,0.0,0.02,0.01,0.14,0.01,0.79,,,,,,,,,,,,,,,,
37,"[255, 93, 98, 123]",0.5,0.0,0.06,0.11,0.04,0.0,0.29,"[504, 148, 22, 30]",0.0,0.0,0.0,0.98,0.0,0.0,0.01,"[559, 225, 20, 25]",0.06,0.01,0.05,0.1,0.25,0.01,0.52,"[527, 329, 26, 34]",0.06,0.0,0.13,0.05,0.33,0.0,0.44,,,,,,,,
38,"[253, 80, 101, 131]",0.1,0.0,0.61,0.01,0.02,0.22,0.05,"[505, 149, 21, 29]",0.0,0.0,0.0,0.98,0.0,0.0,0.02,"[559, 225, 19, 25]",0.03,0.0,0.06,0.09,0.27,0.01,0.55,"[527, 329, 27, 34]",0.04,0.0,0.16,0.08,0.28,0.01,0.44,,,,,,,,
39,"[253, 95, 96, 121]",0.67,0.0,0.18,0.06,0.06,0.0,0.03,"[504, 148, 22, 30]",0.0,0.0,0.0,0.99,0.0,0.0,0.01,"[559, 225, 20, 25]",0.03,0.0,0.05,0.06,0.31,0.0,0.55,,,,,,,,,,,,,,,,
40,"[235, 85, 99, 119]",0.16,0.0,0.24,0.01,0.23,0.03,0.33,"[505, 148, 21, 30]",0.0,0.0,0.0,0.99,0.0,0.0,0.01,"[559, 225, 19, 25]",0.02,0.0,0.06,0.1,0.25,0.0,0.56,,,,,,,,,,,,,,,,
41,"[252, 92, 93, 118]",0.17,0.0,0.06,0.58,0.02,0.01,0.17,"[504, 148, 22, 30]",0.0,0.0,0.0,0.99,0.0,0.0,0.01,"[559, 225, 19, 25]",0.03,0.0,0.06,0.13,0.27,0.01,0.5,,,,,,,,,,,,,,,,
42,"[504, 151, 21, 25]",0.01,0.0,0.0,0.96,0.0,0.0,0.03,"[251, 78, 101, 134]",0.12,0.0,0.62,0.0,0.07,0.07,0.11,"[559, 225, 20, 23]",0.05,0.01,0.02,0.04,0.17,0.0,0.71,"[526, 328, 28, 35]",0.06,0.0,0.15,0.06,0.36,0.01,0.37,,,,,,,,
43,"[256, 81, 98, 125]",0.1,0.0,0.6,0.01,0.04,0.18,0.07,"[504, 151, 21, 27]",0.01,0.0,0.0,0.97,0.0,0.0,0.02,"[559, 225, 19, 25]",0.03,0.0,0.05,0.06,0.32,0.0,0.54,,,,,,,,,,,,,,,,
44,"[504, 148, 22, 30]",0.0,0.0,0.0,0.98,0.0,0.0,0.01,"[559, 225, 19, 24]",0.06,0.01,0.04,0.06,0.26,0.0,0.58,,,,,,,,,,,,,,,,,,,,,,,,
45,"[505, 148, 21, 29]",0.0,0.0,0.0,0.99,0.0,0.0,0.01,"[260, 76, 100, 130]",0.02,0.0,0.41,0.0,0.01,0.5,0.05,"[559, 225, 19, 25]",0.02,0.0,0.03,0.09,0.22,0.0,0.63,,,,,,,,,,,,,,,,
46,"[504, 149, 22, 30]",0.0,0.0,0.0,0.97,0.0,0.0,0.02,"[559, 225, 19, 24]",0.06,0.01,0.03,0.07,0.13,0.0,0.68,"[527, 328, 27, 34]",0.06,0.0,0.23,0.11,0.36,0.02,0.22,,,,,,,,,,,,,,,,
47,"[504, 150, 22, 27]",0.01,0.0,0.0,0.98,0.0,0.0,0.01,"[559, 225, 20, 24]",0.06,0.01,0.03,0.06,0.21,0.0,0.63,"[526, 328, 27, 34]",0.05,0.0,0.22,0.09,0.35,0.01,0.29,,,,,,,,,,,,,,,,
48,"[503, 149, 22, 28]",0.01,0.0,0.0,0.96,0.0,0.0,0.02,"[234, 77, 101, 133]",0.23,0.0,0.16,0.02,0.04,0.09,0.46,"[558, 225, 18, 25]",0.02,0.0,0.06,0.04,0.39,0.0,0.49,,,,,,,,,,,,,,,,
49,"[188, 106, 98, 117]",0.31,0.15,0.11,0.18,0.17,0.0,0.07,"[503, 149, 21, 29]",0.01,0.0,0.0,0.97,0.0,0.0,0.02,"[557, 225, 19, 24]",0.06,0.0,0.06,0.02,0.33,0.0,0.53,,,,,,,,,,,,,,,,
50,"[503, 150, 21, 28]",0.01,0.0,0.0,0.98,0.0,0.0,0.01,"[243, 78, 94, 123]",0.04,0.0,0.84,0.0,0.03,0.07,0.01,"[557, 225, 19, 25]",0.01,0.0,0.04,0.09,0.17,0.0,0.68,,,,,,,,,,,,,,,,
51,"[277, 81, 98, 123]",0.07,0.0,0.22,0.21,0.04,0.09,0.37,"[502, 150, 22, 28]",0.01,0.0,0.0,0.95,0.0,0.0,0.04,"[557, 225, 19, 25]",0.01,0.0,0.04,0.1,0.19,0.0,0.65,"[524, 329, 28, 34]",0.04,0.0,0.09,0.05,0.19,0.0,0.61,,,,,,,,
52,"[279, 98, 95, 119]",0.14,0.0,0.05,0.55,0.06,0.0,0.19,"[503, 150, 21, 27]",0.01,0.0,0.0,0.95,0.0,0.0,0.04,"[556, 225, 21, 26]",0.01,0.0,0.02,0.19,0.13,0.0,0.64,"[524, 327, 27, 36]",0.02,0.0,0.12,0.07,0.22,0.01,0.55,,,,,,,,
53,"[503, 151, 21, 28]",0.01,0.0,0.0,0.95,0.0,0.0,0.03,"[557, 226, 19, 25]",0.01,0.0,0.05,0.13,0.28,0.01,0.51,"[263, 72, 106, 138]",0.06,0.0,0.3,0.01,0.08,0.09,0.47,"[524, 328, 28, 35]",0.03,0.0,0.1,0.07,0.15,0.0,0.66,,,,,,,,
54,"[503, 150, 21, 28]",0.01,0.0,0.0,0.98,0.0,0.0,0.01,"[556, 225, 20, 25]",0.02,0.0,0.05,0.11,0.23,0.01,0.58,"[524, 329, 29, 35]",0.03,0.0,0.1,0.07,0.18,0.0,0.62,,,,,,,,,,,,,,,,
55,"[253, 85, 97, 117]",0.04,0.0,0.41,0.0,0.07,0.13,0.36,"[503, 149, 22, 29]",0.0,0.0,0.0,0.98,0.0,0.0,0.02,"[556, 226, 20, 24]",0.01,0.0,0.04,0.12,0.15,0.01,0.67,"[524, 328, 28, 35]",0.04,0.0,0.09,0.08,0.19,0.0,0.6,,,,,,,,
56,"[502, 151, 22, 27]",0.01,0.0,0.0,0.96,0.0,0.0,0.03,"[557, 225, 18, 24]",0.03,0.0,0.02,0.23,0.15,0.01,0.56,"[524, 328, 28, 36]",0.05,0.0,0.12,0.1,0.21,0.0,0.52,,,,,,,,,,,,,,,,
57,"[269, 82, 104, 129]",0.03,0.0,0.06,0.08,0.01,0.0,0.82,"[503, 150, 21, 28]",0.0,0.0,0.0,0.99,0.0,0.0,0.01,"[556, 225, 20, 25]",0.01,0.0,0.04,0.12,0.23,0.01,0.59,"[524, 329, 27, 33]",0.03,0.0,0.14,0.04,0.28,0.0,0.51,,,,,,,,
58,"[502, 150, 22, 28]",0.0,0.0,0.0,0.98,0.0,0.0,0.01,"[275, 93, 97, 120]",0.37,0.0,0.01,0.29,0.03,0.0,0.29,"[556, 225, 20, 25]",0.02,0.0,0.05,0.19,0.19,0.01,0.54,"[524, 329, 29, 35]",0.03,0.0,0.12,0.07,0.16,0.0,0.63,,,,,,,,
59,"[270, 88, 99, 128]",0.11,0.0,0.02,0.29,0.01,0.0,0.56,"[503, 150, 21, 28]",0.01,0.0,0.0,0.97,0.0,0.0,0.02,"[556, 225, 20, 25]",0.01,0.0,0.05,0.11,0.23,0.0,0.6,"[524, 329, 28, 34]",0.03,0.0,0.13,0.05,0.22,0.0,0.56,,,,,,,,
60,"[252, 90, 84, 104]",0.07,0.0,0.19,0.17,0.13,0.06,0.38,"[503, 149, 20, 28]",0.0,0.0,0.0,0.98,0.0,0.0,0.02,"[557, 225, 19, 24]",0.03,0.0,0.03,0.12,0.16,0.0,0.65,"[525, 329, 26, 34]",0.03,0.0,0.13,0.04,0.22,0.0,0.58,,,,,,,,
61,"[502, 150, 21, 28]",0.01,0.0,0.0,0.98,0.0,0.0,0.01,"[247, 84, 101, 128]",0.06,0.0,0.15,0.0,0.2,0.23,0.36,"[557, 226, 19, 24]",0.02,0.0,0.07,0.12,0.17,0.01,0.61,"[524, 328, 28, 35]",0.04,0.0,0.1,0.11,0.13,0.0,0.62,,,,,,,,
62,"[501, 150, 23, 28]",0.01,0.0,0.0,0.98,0.0,0.0,0.01,"[247, 81, 105, 127]",0.16,0.0,0.19,0.0,0.25,0.02,0.39,"[557, 225, 19, 25]",0.02,0.0,0.06,0.13,0.19,0.01,0.59,"[524, 329, 29, 34]",0.04,0.0,0.13,0.06,0.27,0.01,0.5,,,,,,,,
63,"[502, 150, 22, 29]",0.01,0.0,0.0,0.96,0.0,0.0,0.03,"[252, 81, 101, 125]",0.08,0.0,0.67,0.01,0.01,0.21,0.02,"[557, 226, 19, 24]",0.02,0.0,0.09,0.1,0.22,0.01,0.55,,,,,,,,,,,,,,,,
64,"[502, 150, 22, 27]",0.01,0.0,0.0,0.98,0.0,0.0,0.01,"[556, 225, 20, 24]",0.03,0.01,0.02,0.16,0.14,0.01,0.64,,,,,,,,,,,,,,,,,,,,,,,,
65,"[502, 150, 22, 27]",0.01,0.0,0.0,0.98,0.0,0.0,0.01,"[242, 73, 101, 128]",0.12,0.0,0.62,0.02,0.02,0.02,0.2,"[556, 225, 20, 24]",0.03,0.01,0.02,0.16,0.14,0.01,0.64,,,,,,,,,,,,,,,,
66,"[502, 150, 21, 28]",0.02,0.0,0.0,0.93,0.01,0.0,0.05,"[284, 77, 94, 120]",0.04,0.0,0.86,0.01,0.01,0.06,0.02,"[557, 225, 19, 25]",0.02,0.0,0.05,0.16,0.26,0.0,0.5,"[525, 328, 28, 36]",0.07,0.0,0.12,0.12,0.18,0.01,0.5,,,,,,,,
67,"[502, 150, 21, 28]",0.02,0.0,0.0,0.93,0.01,0.0,0.05,"[557, 225, 19, 25]",0.02,0.0,0.05,0.17,0.25,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,
68,"[502, 150, 21, 28]",0.02,0.0,0.0,0.93,0.01,0.0,0.05,"[252, 85, 96, 126]",0.33,0.0,0.04,0.04,0.03,0.01,0.55,"[557, 225, 19, 25]",0.02,0.0,0.05,0.15,0.27,0.0,0.5,,,,,,,,,,,,,,,,
69,"[502, 150, 22, 28]",0.0,0.0,0.0,0.98,0.0,0.0,0.02,"[252, 74, 102, 132]",0.05,0.0,0.53,0.0,0.12,0.01,0.28,"[556, 225, 20, 25]",0.02,0.0,0.06,0.16,0.22,0.01,0.55,,,,,,,,,,,,,,,,
70,"[502, 150, 22, 28]",0.0,0.0,0.0,0.98,0.0,0.0,0.02,"[236, 95, 99, 128]",0.25,0.0,0.02,0.16,0.04,0.0,0.52,"[556, 225, 20, 25]",0.01,0.0,0.06,0.15,0.21,0.01,0.56,,,,,,,,,,,,,,,,
71,"[502, 150, 22, 28]",0.0,0.0,0.0,0.97,0.0,0.0,0.02,"[252, 83, 97, 127]",0.08,0.0,0.21,0.0,0.11,0.5,0.1,"[557, 226, 19, 24]",0.02,0.0,0.07,0.19,0.17,0.02,0.54,,,,,,,,,,,,,,,,
72,"[502, 151, 22, 27]",0.01,0.0,0.0,0.95,0.0,0.0,0.03,"[557, 226, 20, 24]",0.02,0.0,0.07,0.16,0.19,0.01,0.54,,,,,,,,,,,,,,,,,,,,,,,,
73,"[263, 85, 98, 123]",0.27,0.0,0.15,0.0,0.03,0.0,0.54,"[503, 149, 21, 28]",0.0,0.0,0.0,0.98,0.0,0.0,0.02,"[557, 226, 20, 24]",0.02,0.0,0.07,0.16,0.19,0.01,0.54,,,,,,,,,,,,,,,,
74,"[262, 94, 95, 117]",0.47,0.0,0.07,0.17,0.06,0.0,0.23,"[503, 150, 21, 28]",0.0,0.0,0.0,0.98,0.0,0.0,0.01,"[557, 225, 19, 24]",0.04,0.0,0.04,0.1,0.13,0.01,0.68,"[524, 328, 28, 35]",0.04,0.0,0.06,0.12,0.15,0.01,0.62,,,,,,,,
75,"[502, 150, 21, 28]",0.0,0.0,0.0,0.98,0.0,0.0,0.01,"[557, 225, 19, 25]",0.01,0.0,0.04,0.06,0.19,0.0,0.69,,,,,,,,,,,,,,,,,,,,,,,,
76,"[254, 80, 103, 128]",0.06,0.0,0.47,0.0,0.02,0.31,0.13,"[503, 150, 22, 28]",0.0,0.0,0.0,0.98,0.0,0.0,0.01,"[556, 225, 20, 24]",0.04,0.0,0.04,0.11,0.17,0.01,0.64,"[525, 329, 27, 34]",0.04,0.0,0.16,0.04,0.42,0.01,0.33,,,,,,,,
77,"[506, 150, 21, 28]",0.0,0.0,0.0,0.98,0.0,0.0,0.01,"[560, 226, 20, 25]",0.03,0.0,0.05,0.06,0.2,0.01,0.64,,,,,,,,,,,,,,,,,,,,,,,,
78,"[506, 149, 22, 28]",0.0,0.0,0.0,0.99,0.0,0.0,0.01,"[561, 226, 19, 24]",0.04,0.0,0.07,0.1,0.24,0.01,0.54,"[262, 76, 97, 123]",0.01,0.0,0.31,0.0,0.01,0.4,0.28,,,,,,,,,,,,,,,,
79,"[505, 150, 22, 28]",0.01,0.0,0.0,0.98,0.0,0.0,0.01,"[261, 83, 99, 125]",0.12,0.0,0.79,0.0,0.04,0.01,0.03,"[560, 224, 20, 26]",0.03,0.0,0.03,0.17,0.21,0.01,0.55,,,,,,,,,,,,,,,,
80,"[505, 150, 23, 28]",0.01,0.0,0.0,0.97,0.0,0.0,0.02,"[560, 225, 20, 25]",0.02,0.0,0.05,0.1,0.23,0.0,0.6,"[249, 77, 104, 126]",0.04,0.0,0.34,0.01,0.09,0.03,0.49,,,,,,,,,,,,,,,,
81,"[505, 150, 23, 28]",0.01,0.0,0.0,0.97,0.0,0.0,0.02,"[228, 80, 100, 125]",0.04,0.0,0.59,0.01,0.03,0.12,0.21,"[560, 225, 20, 25]",0.02,0.0,0.05,0.1,0.23,0.0,0.6,"[528, 328, 28, 35]",0.05,0.0,0.2,0.17,0.26,0.02,0.29,,,,,,,,
82,"[210, 82, 108, 130]",0.02,0.0,0.14,0.0,0.13,0.04,0.66,"[506, 150, 21, 28]",0.01,0.0,0.0,0.96,0.0,0.0,0.02,"[561, 226, 19, 24]",0.02,0.0,0.06,0.08,0.22,0.01,0.62,"[528, 329, 27, 34]",0.04,0.0,0.14,0.09,0.25,0.01,0.47,,,,,,,,
83,"[241, 112, 97, 117]",0.51,0.0,0.12,0.07,0.12,0.02,0.16,"[506, 150, 22, 29]",0.01,0.0,0.0,0.97,0.0,0.0,0.02,"[560, 225, 20, 25]",0.03,0.0,0.05,0.08,0.3,0.01,0.54,,,,,,,,,,,,,,,,
84,"[511, 151, 22, 27]",0.02,0.0,0.0,0.95,0.01,0.0,0.02,"[566, 226, 19, 23]",0.03,0.0,0.08,0.1,0.25,0.02,0.53,"[269, 76, 97, 125]",0.01,0.0,0.88,0.0,0.01,0.09,0.01,,,,,,,,,,,,,,,,
