,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1
0,"[548, 60, 147, 194]",0.59,0.0,0.08,0.01,0.3,0.01,0.02,,,,,,,,
1,"[559, 62, 141, 181]",0.07,0.0,0.2,0.01,0.17,0.01,0.55,,,,,,,,
2,"[554, 63, 145, 183]",0.04,0.0,0.06,0.0,0.11,0.0,0.78,,,,,,,,
3,"[560, 51, 143, 190]",0.15,0.0,0.25,0.0,0.33,0.03,0.25,,,,,,,,
4,"[566, 51, 142, 181]",0.15,0.0,0.37,0.01,0.25,0.02,0.21,,,,,,,,
5,"[573, 55, 139, 169]",0.15,0.0,0.18,0.0,0.1,0.06,0.5,,,,,,,,
6,"[563, 67, 137, 176]",0.07,0.0,0.15,0.0,0.2,0.0,0.58,,,,,,,,
7,"[578, 70, 139, 178]",0.08,0.0,0.16,0.01,0.19,0.01,0.55,,,,,,,,
8,"[548, 78, 147, 194]",0.14,0.01,0.14,0.0,0.56,0.0,0.14,,,,,,,,
9,"[555, 59, 144, 190]",0.07,0.0,0.11,0.0,0.29,0.0,0.52,,,,,,,,
10,"[573, 67, 136, 181]",0.1,0.0,0.27,0.0,0.28,0.01,0.34,,,,,,,,
11,"[568, 65, 134, 162]",0.21,0.0,0.2,0.0,0.2,0.0,0.38,,,,,,,,
12,"[567, 61, 134, 174]",0.13,0.0,0.19,0.01,0.25,0.01,0.42,,,,,,,,
13,"[560, 65, 137, 174]",0.08,0.0,0.24,0.0,0.32,0.03,0.32,,,,,,,,
14,"[565, 61, 141, 184]",0.04,0.0,0.4,0.0,0.44,0.0,0.12,,,,,,,,
15,"[555, 72, 144, 197]",0.15,0.0,0.35,0.0,0.25,0.02,0.23,"[1198, 495, 19, 25]",0.47,0.01,0.06,0.02,0.38,0.03,0.03
16,"[559, 59, 137, 188]",0.07,0.0,0.21,0.0,0.3,0.01,0.41,,,,,,,,
