,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,box3,angry3,disgust3,fear3,happy3,sad3,surprise3,neutral3,box4,angry4,disgust4,fear4,happy4,sad4,surprise4,neutral4,box5,angry5,disgust5,fear5,happy5,sad5,surprise5,neutral5,box6,angry6,disgust6,fear6,happy6,sad6,surprise6,neutral6,box7,angry7,disgust7,fear7,happy7,sad7,surprise7,neutral7,box8,angry8,disgust8,fear8,happy8,sad8,surprise8,neutral8,box9,angry9,disgust9,fear9,happy9,sad9,surprise9,neutral9,box10,angry10,disgust10,fear10,happy10,sad10,surprise10,neutral10,box11,angry11,disgust11,fear11,happy11,sad11,surprise11,neutral11
0,"[497, 105, 114, 152]",0.71,0.0,0.09,0.01,0.06,0.0,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"[705, 102, 111, 141]",0.28,0.0,0.14,0.01,0.15,0.02,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"[653, 118, 94, 123]",0.15,0.0,0.08,0.0,0.09,0.1,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,"[482, 118, 94, 123]",0.44,0.0,0.31,0.03,0.11,0.01,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,"[506, 135, 96, 121]",0.3,0.0,0.36,0.06,0.12,0.02,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,"[709, 136, 94, 121]",0.4,0.01,0.22,0.0,0.22,0.0,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,"[645, 142, 94, 120]",0.22,0.0,0.19,0.46,0.04,0.01,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,"[651, 130, 94, 116]",0.88,0.0,0.01,0.0,0.03,0.0,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,"[729, 138, 97, 125]",0.74,0.01,0.02,0.04,0.08,0.0,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,"[688, 141, 101, 129]",0.78,0.0,0.05,0.1,0.04,0.0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,"[731, 124, 91, 114]",0.17,0.0,0.2,0.0,0.08,0.07,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,"[695, 137, 100, 126]",0.41,0.01,0.04,0.26,0.06,0.0,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,"[684, 140, 93, 118]",0.28,0.0,0.05,0.55,0.01,0.02,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,"[554, 127, 99, 130]",0.79,0.0,0.03,0.0,0.04,0.0,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,"[763, 123, 94, 119]",0.68,0.0,0.07,0.0,0.1,0.0,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,"[777, 134, 92, 115]",0.33,0.0,0.11,0.01,0.08,0.07,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,"[705, 137, 90, 119]",0.43,0.0,0.09,0.15,0.12,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,"[712, 148, 93, 120]",0.26,0.0,0.05,0.64,0.02,0.01,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,"[747, 128, 98, 127]",0.41,0.0,0.06,0.0,0.06,0.03,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,"[685, 134, 94, 123]",0.31,0.0,0.07,0.09,0.14,0.01,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,"[692, 146, 92, 114]",0.27,0.0,0.03,0.01,0.04,0.01,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,"[1016, 125, 99, 125]",0.27,0.0,0.26,0.02,0.08,0.01,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,"[275, 22, 61, 75]",0.02,0.0,0.02,0.27,0.08,0.0,0.61,"[410, 312, 30, 37]",0.6,0.0,0.12,0.2,0.05,0.01,0.02,"[911, 393, 28, 37]",0.2,0.0,0.37,0.09,0.22,0.04,0.08,"[806, 13, 63, 83]",0.29,0.01,0.13,0.31,0.13,0.01,0.13,"[695, 377, 31, 40]",0.36,0.0,0.36,0.07,0.05,0.08,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,"[905, 396, 28, 36]",0.62,0.0,0.08,0.16,0.11,0.01,0.03,"[275, 23, 61, 75]",0.03,0.0,0.07,0.23,0.11,0.01,0.56,"[416, 316, 30, 36]",0.14,0.0,0.09,0.71,0.05,0.0,0.02,"[807, 13, 62, 81]",0.13,0.01,0.06,0.49,0.16,0.01,0.14,"[693, 379, 31, 39]",0.48,0.0,0.13,0.1,0.04,0.03,0.22,"[1034, 396, 31, 40]",0.29,0.0,0.16,0.28,0.19,0.02,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,"[276, 22, 60, 75]",0.01,0.0,0.07,0.25,0.13,0.01,0.53,"[908, 393, 30, 39]",0.34,0.0,0.21,0.23,0.19,0.01,0.02,"[807, 16, 63, 78]",0.19,0.03,0.19,0.41,0.11,0.01,0.06,"[682, 376, 29, 39]",0.46,0.0,0.25,0.01,0.08,0.05,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,"[677, 376, 31, 41]",0.26,0.0,0.38,0.05,0.07,0.11,0.14,"[907, 391, 30, 41]",0.23,0.0,0.3,0.32,0.12,0.01,0.03,"[807, 15, 65, 80]",0.12,0.01,0.16,0.53,0.09,0.01,0.07,"[276, 23, 60, 73]",0.01,0.0,0.07,0.17,0.17,0.01,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,"[908, 393, 29, 37]",0.35,0.0,0.23,0.15,0.25,0.01,0.02,"[277, 23, 59, 73]",0.03,0.0,0.08,0.09,0.11,0.05,0.63,"[676, 376, 30, 42]",0.24,0.0,0.38,0.04,0.18,0.07,0.1,"[412, 315, 33, 41]",0.39,0.0,0.23,0.05,0.26,0.01,0.05,"[805, 11, 63, 84]",0.18,0.01,0.12,0.29,0.24,0.01,0.15,"[1035, 394, 34, 42]",0.27,0.0,0.29,0.19,0.17,0.04,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,"[276, 22, 60, 76]",0.02,0.0,0.04,0.24,0.07,0.01,0.62,"[908, 392, 29, 39]",0.26,0.0,0.35,0.1,0.26,0.01,0.03,"[679, 377, 28, 41]",0.27,0.0,0.25,0.04,0.15,0.1,0.18,"[805, 11, 64, 85]",0.13,0.02,0.1,0.59,0.09,0.01,0.08,"[1146, 519, 46, 64]",0.23,0.0,0.06,0.26,0.17,0.09,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,"[909, 395, 28, 35]",0.27,0.0,0.29,0.03,0.38,0.0,0.03,"[679, 376, 30, 42]",0.11,0.0,0.12,0.14,0.18,0.04,0.4,"[275, 22, 62, 76]",0.01,0.0,0.03,0.12,0.06,0.01,0.77,"[806, 11, 63, 85]",0.11,0.01,0.08,0.55,0.13,0.01,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,"[276, 22, 61, 76]",0.02,0.0,0.04,0.09,0.11,0.01,0.72,"[450, 312, 30, 38]",0.45,0.0,0.2,0.25,0.07,0.0,0.02,"[679, 378, 28, 40]",0.15,0.0,0.24,0.04,0.23,0.11,0.23,"[807, 12, 63, 83]",0.14,0.01,0.14,0.35,0.17,0.01,0.17,"[906, 392, 30, 42]",0.38,0.0,0.22,0.15,0.16,0.05,0.03,"[1012, 398, 32, 41]",0.18,0.0,0.19,0.42,0.08,0.09,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,"[276, 22, 61, 75]",0.01,0.0,0.06,0.09,0.12,0.03,0.69,"[433, 312, 30, 39]",0.61,0.0,0.14,0.08,0.11,0.04,0.02,"[678, 377, 29, 41]",0.23,0.0,0.3,0.04,0.22,0.06,0.15,"[913, 399, 27, 33]",0.61,0.0,0.23,0.05,0.09,0.0,0.01,"[806, 12, 63, 84]",0.15,0.02,0.19,0.26,0.18,0.02,0.17,"[1015, 396, 32, 41]",0.55,0.0,0.16,0.13,0.11,0.02,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,"[907, 391, 30, 39]",0.14,0.0,0.35,0.21,0.25,0.01,0.04,"[276, 23, 60, 74]",0.01,0.0,0.03,0.16,0.08,0.0,0.71,"[679, 378, 28, 39]",0.29,0.0,0.35,0.02,0.17,0.01,0.16,"[806, 15, 64, 80]",0.23,0.01,0.15,0.38,0.13,0.02,0.08,"[434, 309, 30, 39]",0.24,0.0,0.3,0.07,0.29,0.05,0.04,"[4, 346, 28, 36]",0.02,0.0,0.02,0.12,0.71,0.0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,"[275, 21, 62, 77]",0.01,0.0,0.01,0.3,0.04,0.0,0.64,"[907, 392, 29, 39]",0.11,0.0,0.41,0.09,0.32,0.01,0.06,"[681, 377, 29, 40]",0.22,0.0,0.34,0.01,0.18,0.05,0.2,"[453, 316, 31, 40]",0.46,0.0,0.08,0.41,0.03,0.01,0.01,"[806, 12, 64, 83]",0.23,0.03,0.13,0.27,0.19,0.02,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,"[418, 313, 32, 39]",0.55,0.0,0.26,0.01,0.14,0.02,0.02,"[682, 378, 28, 39]",0.25,0.0,0.34,0.01,0.15,0.04,0.2,"[277, 23, 59, 74]",0.01,0.0,0.02,0.26,0.07,0.01,0.63,"[906, 390, 30, 40]",0.1,0.0,0.35,0.19,0.31,0.01,0.04,"[1021, 395, 29, 39]",0.35,0.0,0.24,0.06,0.22,0.03,0.09,"[806, 13, 63, 83]",0.28,0.01,0.14,0.34,0.12,0.01,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,"[422, 312, 27, 34]",0.48,0.0,0.13,0.16,0.09,0.04,0.1,"[684, 371, 31, 40]",0.48,0.0,0.17,0.03,0.05,0.02,0.26,"[276, 22, 60, 76]",0.02,0.0,0.04,0.32,0.06,0.01,0.55,"[906, 390, 30, 40]",0.05,0.0,0.44,0.11,0.29,0.04,0.07,"[806, 13, 64, 84]",0.09,0.01,0.09,0.5,0.16,0.02,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,"[676, 374, 30, 41]",0.31,0.0,0.48,0.01,0.08,0.05,0.06,"[807, 16, 66, 81]",0.1,0.0,0.06,0.71,0.05,0.01,0.07,"[276, 23, 60, 75]",0.01,0.0,0.03,0.08,0.06,0.01,0.81,"[443, 315, 31, 40]",0.24,0.0,0.06,0.61,0.04,0.0,0.04,"[906, 395, 27, 35]",0.11,0.0,0.53,0.05,0.27,0.0,0.03,"[1022, 397, 29, 39]",0.52,0.0,0.22,0.09,0.11,0.01,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,"[909, 393, 29, 36]",0.31,0.0,0.37,0.07,0.23,0.01,0.02,"[807, 16, 66, 80]",0.1,0.0,0.14,0.6,0.08,0.01,0.07,"[677, 380, 28, 39]",0.31,0.0,0.32,0.01,0.28,0.04,0.04,"[276, 23, 60, 75]",0.01,0.0,0.03,0.09,0.05,0.01,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,"[907, 393, 31, 40]",0.06,0.0,0.48,0.09,0.33,0.01,0.03,"[277, 23, 60, 76]",0.02,0.0,0.05,0.13,0.06,0.02,0.73,"[807, 16, 63, 79]",0.2,0.01,0.2,0.39,0.11,0.02,0.08,"[426, 315, 30, 38]",0.45,0.0,0.21,0.13,0.09,0.08,0.04,"[678, 380, 28, 39]",0.31,0.0,0.26,0.04,0.2,0.05,0.15,"[1022, 394, 31, 39]",0.46,0.0,0.21,0.06,0.18,0.02,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,"[422, 312, 32, 38]",0.57,0.0,0.14,0.04,0.18,0.01,0.05,"[909, 396, 27, 34]",0.33,0.0,0.46,0.02,0.15,0.03,0.01,"[277, 23, 59, 74]",0.01,0.0,0.02,0.18,0.07,0.01,0.71,"[677, 379, 30, 41]",0.28,0.0,0.39,0.03,0.16,0.05,0.1,"[806, 12, 63, 83]",0.14,0.02,0.09,0.46,0.16,0.01,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,"[905, 393, 29, 40]",0.44,0.0,0.12,0.06,0.36,0.0,0.01,"[277, 23, 60, 74]",0.01,0.0,0.02,0.06,0.08,0.01,0.82,"[806, 11, 62, 83]",0.27,0.02,0.07,0.35,0.12,0.01,0.16,"[676, 378, 30, 41]",0.37,0.0,0.3,0.02,0.19,0.02,0.1,"[442, 310, 31, 38]",0.65,0.0,0.01,0.13,0.04,0.0,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,"[449, 316, 32, 39]",0.27,0.0,0.07,0.51,0.07,0.01,0.07,"[276, 23, 60, 74]",0.02,0.0,0.04,0.1,0.09,0.01,0.74,"[907, 383, 30, 38]",0.45,0.0,0.3,0.04,0.12,0.02,0.07,"[806, 11, 63, 84]",0.19,0.01,0.12,0.3,0.2,0.01,0.17,"[676, 379, 30, 41]",0.3,0.0,0.18,0.03,0.14,0.03,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,"[277, 23, 60, 74]",0.01,0.0,0.03,0.08,0.09,0.01,0.78,"[907, 395, 28, 36]",0.31,0.0,0.21,0.22,0.23,0.01,0.02,"[677, 378, 29, 42]",0.24,0.0,0.14,0.04,0.17,0.05,0.36,"[807, 11, 62, 84]",0.19,0.01,0.13,0.3,0.19,0.01,0.17,"[469, 315, 33, 40]",0.44,0.0,0.11,0.35,0.06,0.0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,"[589, 130, 92, 118]",0.11,0.0,0.04,0.79,0.01,0.0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,"[590, 120, 98, 121]",0.2,0.0,0.12,0.01,0.32,0.0,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,"[598, 138, 94, 123]",0.16,0.0,0.03,0.16,0.05,0.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,"[566, 144, 94, 117]",0.61,0.0,0.06,0.11,0.11,0.0,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,"[547, 110, 95, 120]",0.02,0.0,0.15,0.02,0.03,0.0,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,"[615, 132, 92, 117]",0.47,0.0,0.14,0.0,0.05,0.01,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,"[1139, 298, 89, 122]",0.03,0.0,0.01,0.06,0.0,0.01,0.89,"[545, 116, 80, 108]",0.82,0.0,0.04,0.0,0.06,0.01,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,"[1176, 308, 94, 119]",0.2,0.0,0.16,0.01,0.34,0.0,0.29,"[463, 114, 95, 122]",0.04,0.0,0.06,0.09,0.09,0.0,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,"[518, 110, 92, 120]",0.93,0.0,0.03,0.01,0.0,0.01,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,"[578, 93, 100, 126]",0.04,0.0,0.08,0.01,0.04,0.04,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,"[580, 86, 95, 118]",0.15,0.0,0.32,0.01,0.04,0.1,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,"[1183, 266, 85, 123]",0.02,0.0,0.01,0.01,0.03,0.01,0.91,"[614, 86, 93, 119]",0.39,0.0,0.4,0.0,0.1,0.03,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,"[515, 99, 102, 123]",0.18,0.0,0.37,0.01,0.28,0.01,0.16,"[1191, 277, 93, 149]",0.14,0.0,0.05,0.03,0.14,0.03,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,"[595, 113, 94, 123]",0.3,0.0,0.25,0.02,0.1,0.05,0.28,"[1203, 296, 84, 126]",0.07,0.0,0.04,0.34,0.05,0.03,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,"[1183, 301, 90, 130]",0.4,0.0,0.13,0.11,0.08,0.1,0.19,"[607, 93, 115, 140]",0.71,0.0,0.08,0.0,0.13,0.04,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,"[1186, 302, 85, 119]",0.17,0.0,0.06,0.17,0.06,0.02,0.52,"[593, 109, 89, 118]",0.4,0.0,0.2,0.0,0.25,0.01,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,"[1187, 306, 86, 118]",0.19,0.0,0.07,0.19,0.06,0.04,0.44,"[579, 112, 92, 116]",0.29,0.0,0.28,0.01,0.07,0.01,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,"[1187, 301, 86, 120]",0.15,0.0,0.06,0.09,0.07,0.05,0.57,"[510, 104, 93, 128]",0.81,0.0,0.05,0.01,0.02,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,"[588, 104, 94, 121]",0.09,0.0,0.19,0.01,0.03,0.06,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,"[556, 105, 94, 123]",0.24,0.0,0.19,0.02,0.21,0.0,0.33,"[1199, 304, 81, 124]",0.1,0.0,0.12,0.17,0.09,0.13,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,"[530, 113, 94, 125]",0.63,0.0,0.07,0.07,0.05,0.03,0.15,"[1204, 308, 83, 124]",0.15,0.0,0.12,0.22,0.05,0.14,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,"[544, 108, 92, 121]",0.26,0.0,0.13,0.01,0.08,0.02,0.51,"[1203, 308, 83, 127]",0.09,0.0,0.07,0.41,0.03,0.08,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,"[618, 111, 93, 121]",0.04,0.0,0.02,0.0,0.06,0.0,0.88,"[1197, 298, 82, 133]",0.15,0.0,0.09,0.2,0.04,0.11,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,"[538, 110, 93, 120]",0.51,0.0,0.17,0.01,0.03,0.0,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,"[589, 98, 91, 118]",0.16,0.0,0.48,0.0,0.11,0.01,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,"[664, 105, 91, 113]",0.04,0.0,0.14,0.0,0.11,0.0,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,"[662, 97, 97, 122]",0.1,0.0,0.16,0.0,0.13,0.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,"[696, 111, 94, 122]",0.31,0.0,0.29,0.0,0.09,0.03,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,"[636, 102, 96, 121]",0.18,0.0,0.48,0.01,0.1,0.01,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,"[640, 106, 94, 120]",0.55,0.0,0.06,0.09,0.08,0.0,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,"[635, 109, 94, 121]",0.11,0.0,0.11,0.01,0.2,0.06,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,"[652, 113, 92, 118]",0.11,0.0,0.2,0.0,0.38,0.0,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,"[554, 115, 90, 119]",0.83,0.0,0.1,0.02,0.02,0.0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,"[633, 101, 94, 124]",0.36,0.0,0.08,0.01,0.12,0.0,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,"[622, 105, 96, 121]",0.03,0.0,0.17,0.03,0.21,0.0,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
