,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0
0,"[588, 88, 137, 163]",0.06,0.0,0.08,0.35,0.07,0.0,0.43
1,"[590, 82, 135, 166]",0.21,0.0,0.03,0.25,0.22,0.0,0.28
2,"[591, 79, 140, 173]",0.05,0.0,0.02,0.8,0.07,0.0,0.07
3,"[586, 90, 137, 167]",0.13,0.0,0.01,0.28,0.19,0.0,0.39
4,"[583, 88, 138, 167]",0.07,0.0,0.01,0.23,0.23,0.0,0.46
5,"[587, 92, 132, 162]",0.25,0.0,0.04,0.11,0.32,0.0,0.29
6,"[590, 88, 133, 161]",0.13,0.0,0.04,0.36,0.2,0.0,0.27
7,"[590, 81, 141, 173]",0.31,0.0,0.08,0.02,0.45,0.0,0.14
8,"[590, 86, 138, 173]",0.35,0.01,0.05,0.03,0.32,0.0,0.25
9,"[590, 83, 133, 164]",0.11,0.0,0.04,0.43,0.07,0.0,0.34
10,"[585, 79, 145, 175]",0.15,0.0,0.07,0.27,0.14,0.0,0.37
11,"[586, 77, 145, 178]",0.35,0.0,0.06,0.03,0.42,0.0,0.14
12,"[589, 75, 142, 174]",0.23,0.0,0.08,0.02,0.3,0.0,0.37
13,"[593, 90, 134, 163]",0.41,0.01,0.06,0.05,0.17,0.0,0.3
14,"[590, 98, 135, 164]",0.29,0.0,0.03,0.03,0.09,0.0,0.56
15,"[590, 88, 139, 172]",0.3,0.0,0.03,0.07,0.14,0.0,0.45
16,"[592, 86, 141, 178]",0.45,0.01,0.06,0.05,0.13,0.0,0.3
17,"[594, 90, 135, 164]",0.2,0.01,0.23,0.05,0.2,0.0,0.32
18,"[597, 78, 141, 176]",0.36,0.0,0.06,0.21,0.12,0.0,0.25
19,"[596, 78, 136, 174]",0.63,0.0,0.05,0.01,0.14,0.0,0.17
20,"[587, 85, 137, 169]",0.14,0.0,0.07,0.08,0.33,0.0,0.37
21,"[577, 90, 140, 173]",0.52,0.01,0.05,0.01,0.16,0.0,0.26
22,"[579, 91, 139, 172]",0.34,0.01,0.02,0.03,0.19,0.0,0.4
23,"[585, 97, 134, 163]",0.22,0.0,0.05,0.02,0.16,0.0,0.54
24,"[587, 85, 132, 160]",0.42,0.0,0.14,0.02,0.16,0.0,0.25
25,"[578, 85, 143, 177]",0.51,0.01,0.04,0.02,0.23,0.0,0.2
26,"[572, 92, 141, 171]",0.29,0.02,0.08,0.01,0.23,0.0,0.38
27,"[578, 90, 139, 173]",0.72,0.0,0.03,0.01,0.05,0.0,0.18
28,"[582, 80, 141, 173]",0.13,0.0,0.12,0.17,0.25,0.0,0.33
29,"[580, 76, 144, 177]",0.39,0.0,0.1,0.13,0.28,0.0,0.08
30,"[585, 83, 133, 164]",0.27,0.0,0.09,0.1,0.23,0.0,0.32
31,"[581, 94, 138, 167]",0.15,0.0,0.04,0.07,0.12,0.0,0.62
