,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,box3,angry3,disgust3,fear3,happy3,sad3,surprise3,neutral3,box4,angry4,disgust4,fear4,happy4,sad4,surprise4,neutral4,box5,angry5,disgust5,fear5,happy5,sad5,surprise5,neutral5
18,"[519, 110, 240, 316]",0.12,0.0,0.24,0.02,0.03,0.11,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,"[522, 96, 240, 319]",0.16,0.0,0.12,0.0,0.08,0.09,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,"[523, 101, 236, 318]",0.13,0.0,0.52,0.0,0.03,0.21,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,"[512, 97, 243, 310]",0.35,0.0,0.2,0.0,0.14,0.0,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,"[516, 105, 239, 316]",0.44,0.0,0.05,0.0,0.18,0.01,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,"[523, 108, 241, 321]",0.04,0.0,0.88,0.0,0.03,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,"[522, 87, 240, 323]",0.07,0.0,0.31,0.0,0.07,0.04,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,"[535, 100, 237, 316]",0.05,0.0,0.04,0.0,0.06,0.0,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,"[532, 95, 240, 321]",0.12,0.0,0.17,0.01,0.06,0.03,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,"[529, 94, 242, 318]",0.09,0.0,0.29,0.0,0.08,0.06,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,"[532, 82, 237, 324]",0.12,0.0,0.53,0.0,0.07,0.03,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,"[527, 85, 242, 328]",0.08,0.0,0.19,0.19,0.08,0.03,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,"[275, 107, 126, 158]",0.09,0.0,0.01,0.52,0.06,0.0,0.32,"[781, 198, 91, 117]",0.2,0.0,0.23,0.07,0.24,0.07,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,"[245, 68, 137, 170]",0.07,0.0,0.02,0.28,0.11,0.0,0.51,"[778, 170, 91, 116]",0.09,0.0,0.24,0.12,0.14,0.07,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,"[768, 126, 111, 135]",0.23,0.0,0.16,0.08,0.24,0.04,0.26,"[235, 36, 134, 170]",0.09,0.0,0.02,0.37,0.1,0.0,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,"[531, 94, 242, 328]",0.15,0.0,0.48,0.0,0.07,0.08,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,"[536, 113, 233, 311]",0.08,0.0,0.27,0.01,0.06,0.1,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,"[511, 79, 244, 321]",0.21,0.0,0.35,0.01,0.31,0.01,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,"[522, 88, 244, 321]",0.08,0.0,0.67,0.01,0.06,0.06,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,"[524, 113, 243, 326]",0.14,0.0,0.53,0.01,0.03,0.12,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,"[524, 86, 241, 334]",0.06,0.0,0.83,0.01,0.02,0.07,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,"[536, 104, 236, 311]",0.45,0.0,0.19,0.01,0.06,0.15,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,"[528, 116, 239, 319]",0.28,0.0,0.16,0.0,0.09,0.06,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,"[536, 121, 230, 315]",0.22,0.0,0.59,0.08,0.03,0.07,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,"[525, 105, 244, 323]",0.08,0.0,0.68,0.0,0.03,0.19,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,"[534, 118, 240, 316]",0.05,0.0,0.24,0.0,0.07,0.04,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,"[510, 96, 245, 335]",0.27,0.0,0.52,0.02,0.14,0.01,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,"[527, 112, 237, 311]",0.04,0.0,0.13,0.12,0.02,0.04,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,"[525, 107, 236, 316]",0.09,0.0,0.32,0.03,0.35,0.04,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,"[688, 301, 43, 53]",0.21,0.0,0.17,0.08,0.28,0.0,0.26,"[182, 262, 74, 95]",0.09,0.0,0.08,0.62,0.06,0.01,0.14,"[1161, 296, 28, 36]",0.41,0.0,0.26,0.12,0.16,0.02,0.02,"[820, 0, 48, 55]",0.04,0.0,0.13,0.59,0.15,0.0,0.08,,,,,,,,,,,,,,,,
48,"[680, 197, 42, 52]",0.38,0.0,0.05,0.0,0.23,0.0,0.34,"[189, 158, 74, 97]",0.04,0.0,0.01,0.83,0.0,0.0,0.11,"[1138, 193, 28, 34]",0.42,0.0,0.18,0.01,0.37,0.01,0.02,"[580, 184, 42, 47]",0.11,0.0,0.19,0.23,0.43,0.0,0.04,,,,,,,,,,,,,,,,
49,"[671, 92, 42, 51]",0.43,0.0,0.02,0.0,0.23,0.0,0.31,"[193, 56, 72, 93]",0.13,0.0,0.02,0.74,0.01,0.0,0.1,"[187, 601, 79, 103]",0.0,0.0,0.0,0.99,0.0,0.0,0.01,"[1119, 89, 25, 30]",0.55,0.01,0.2,0.01,0.22,0.01,0.01,"[792, 74, 29, 36]",0.05,0.0,0.19,0.01,0.71,0.0,0.03,"[1098, 120, 33, 40]",0.34,0.01,0.24,0.0,0.39,0.01,0.01
50,"[988, 555, 159, 199]",0.25,0.0,0.08,0.0,0.48,0.0,0.19,"[662, 0, 43, 36]",0.1,0.0,0.03,0.03,0.28,0.01,0.55,"[191, 483, 76, 98]",0.0,0.0,0.0,0.99,0.0,0.0,0.01,"[1073, 11, 37, 43]",0.2,0.0,0.25,0.0,0.52,0.0,0.02,,,,,,,,,,,,,,,,
51,"[527, 97, 245, 330]",0.14,0.0,0.69,0.0,0.09,0.04,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,"[527, 97, 247, 327]",0.22,0.0,0.27,0.01,0.16,0.01,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,"[517, 122, 236, 321]",0.32,0.0,0.16,0.02,0.05,0.11,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,"[528, 91, 247, 335]",0.25,0.0,0.44,0.01,0.21,0.02,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,"[520, 94, 244, 317]",0.09,0.0,0.21,0.04,0.05,0.17,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,"[509, 84, 244, 323]",0.2,0.0,0.17,0.05,0.35,0.01,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,"[524, 131, 240, 316]",0.19,0.0,0.32,0.0,0.06,0.05,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,"[527, 98, 242, 320]",0.18,0.0,0.14,0.0,0.13,0.03,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,"[523, 89, 231, 320]",0.12,0.0,0.12,0.0,0.07,0.02,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,"[519, 88, 239, 315]",0.54,0.0,0.03,0.01,0.21,0.0,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,"[739, 248, 62, 77]",0.08,0.0,0.1,0.56,0.06,0.02,0.17,"[1178, 222, 70, 77]",0.08,0.0,0.19,0.58,0.05,0.04,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,"[740, 178, 57, 70]",0.14,0.0,0.1,0.54,0.05,0.02,0.13,"[1172, 154, 63, 69]",0.06,0.0,0.16,0.56,0.07,0.07,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,"[1140, 508, 148, 215]",0.32,0.01,0.07,0.01,0.3,0.0,0.29,"[741, 104, 61, 74]",0.1,0.0,0.14,0.46,0.06,0.03,0.21,"[1160, 81, 67, 74]",0.08,0.0,0.2,0.59,0.04,0.03,0.05,,,,,,,,,,,,,,,,,,,,,,,,
64,"[742, 32, 59, 74]",0.13,0.0,0.11,0.49,0.07,0.02,0.19,"[1131, 419, 145, 220]",0.43,0.01,0.07,0.02,0.16,0.0,0.3,"[1152, 9, 62, 70]",0.03,0.0,0.05,0.78,0.02,0.03,0.09,,,,,,,,,,,,,,,,,,,,,,,,
65,"[539, 108, 239, 318]",0.06,0.0,0.27,0.01,0.07,0.08,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,"[531, 121, 236, 317]",0.03,0.0,0.03,0.0,0.04,0.01,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,"[530, 108, 240, 325]",0.44,0.0,0.2,0.15,0.08,0.01,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,"[531, 95, 244, 330]",0.18,0.0,0.26,0.03,0.3,0.02,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,"[526, 88, 243, 329]",0.18,0.0,0.44,0.0,0.07,0.04,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,"[534, 111, 239, 322]",0.06,0.0,0.14,0.14,0.05,0.02,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,"[526, 78, 237, 322]",0.18,0.0,0.44,0.0,0.08,0.01,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,"[520, 89, 247, 330]",0.12,0.0,0.69,0.0,0.17,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,"[528, 108, 239, 317]",0.12,0.0,0.37,0.06,0.15,0.06,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,"[535, 102, 239, 320]",0.06,0.0,0.53,0.02,0.04,0.16,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,"[528, 85, 240, 327]",0.09,0.0,0.3,0.28,0.24,0.06,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,"[525, 122, 237, 310]",0.05,0.0,0.08,0.02,0.01,0.1,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,"[531, 111, 238, 320]",0.23,0.0,0.49,0.02,0.1,0.05,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,"[527, 89, 247, 320]",0.07,0.0,0.36,0.0,0.08,0.01,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,"[531, 134, 242, 322]",0.35,0.0,0.42,0.01,0.13,0.03,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,"[534, 105, 237, 318]",0.06,0.0,0.64,0.0,0.02,0.25,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,"[558, 149, 236, 301]",0.13,0.0,0.19,0.11,0.09,0.04,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,"[538, 140, 239, 310]",0.07,0.0,0.11,0.08,0.09,0.02,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,"[528, 106, 241, 319]",0.09,0.0,0.3,0.01,0.03,0.28,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,"[534, 84, 238, 336]",0.09,0.0,0.58,0.01,0.31,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,"[532, 118, 232, 313]",0.11,0.0,0.24,0.02,0.08,0.17,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,"[539, 103, 234, 314]",0.08,0.0,0.37,0.03,0.06,0.28,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,"[523, 97, 242, 327]",0.04,0.0,0.4,0.14,0.05,0.34,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,"[515, 68, 240, 306]",0.1,0.0,0.18,0.0,0.28,0.13,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,"[522, 118, 238, 321]",0.2,0.0,0.35,0.03,0.08,0.18,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,"[531, 111, 235, 317]",0.07,0.0,0.13,0.02,0.43,0.02,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,"[541, 149, 235, 323]",0.14,0.0,0.38,0.02,0.13,0.06,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,"[538, 106, 234, 314]",0.1,0.0,0.4,0.01,0.29,0.13,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,"[522, 80, 245, 325]",0.09,0.0,0.79,0.0,0.05,0.06,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,"[700, 429, 109, 140]",0.14,0.0,0.03,0.36,0.33,0.0,0.15,"[352, 311, 136, 175]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,"[846, 470, 148, 203]",0.5,0.0,0.21,0.09,0.08,0.03,0.09,,,,,,,,,,,,,,,,,,,,,,,,
95,"[353, 302, 135, 170]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,"[692, 409, 114, 147]",0.12,0.0,0.02,0.42,0.25,0.0,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,"[691, 394, 113, 145]",0.12,0.0,0.03,0.25,0.33,0.0,0.27,"[355, 284, 132, 171]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,"[840, 441, 148, 203]",0.45,0.0,0.21,0.08,0.12,0.02,0.12,,,,,,,,,,,,,,,,,,,,,,,,
97,"[353, 274, 134, 169]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,"[691, 381, 111, 144]",0.13,0.0,0.02,0.24,0.37,0.0,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,"[689, 367, 111, 141]",0.14,0.0,0.03,0.2,0.39,0.0,0.23,"[351, 255, 136, 172]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,"[543, 118, 232, 312]",0.09,0.0,0.83,0.0,0.02,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,"[543, 119, 236, 307]",0.21,0.0,0.39,0.0,0.24,0.02,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,"[545, 119, 243, 323]",0.06,0.0,0.15,0.15,0.13,0.05,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,"[534, 112, 239, 317]",0.1,0.0,0.51,0.02,0.03,0.19,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,"[531, 112, 237, 314]",0.06,0.0,0.26,0.0,0.01,0.62,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,"[536, 106, 235, 316]",0.08,0.0,0.24,0.02,0.32,0.29,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,"[531, 107, 232, 308]",0.06,0.0,0.06,0.11,0.1,0.49,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,"[531, 109, 238, 318]",0.16,0.0,0.16,0.03,0.46,0.01,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,"[537, 113, 245, 335]",0.2,0.0,0.41,0.07,0.19,0.03,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,"[534, 100, 236, 323]",0.23,0.0,0.47,0.03,0.21,0.01,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,"[539, 124, 227, 302]",0.14,0.0,0.37,0.0,0.04,0.38,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,"[531, 123, 234, 311]",0.08,0.0,0.21,0.02,0.42,0.05,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,"[536, 102, 238, 320]",0.04,0.0,0.32,0.01,0.02,0.34,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,"[542, 106, 235, 320]",0.09,0.0,0.47,0.0,0.06,0.12,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,"[527, 88, 243, 325]",0.19,0.0,0.42,0.0,0.23,0.0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,"[540, 102, 240, 325]",0.16,0.0,0.61,0.03,0.07,0.03,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,"[536, 105, 244, 321]",0.08,0.0,0.33,0.0,0.3,0.01,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,"[538, 112, 233, 318]",0.08,0.0,0.71,0.01,0.16,0.04,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,"[538, 121, 238, 321]",0.12,0.0,0.68,0.01,0.03,0.09,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,"[534, 115, 237, 320]",0.09,0.0,0.2,0.02,0.04,0.06,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,"[528, 100, 248, 327]",0.05,0.0,0.04,0.01,0.07,0.01,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,"[537, 101, 241, 324]",0.17,0.0,0.55,0.01,0.08,0.11,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,"[537, 102, 243, 322]",0.13,0.0,0.14,0.0,0.04,0.01,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,"[546, 134, 235, 315]",0.11,0.0,0.63,0.01,0.05,0.07,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,"[539, 106, 239, 319]",0.05,0.0,0.19,0.0,0.05,0.04,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,"[540, 111, 239, 322]",0.16,0.0,0.35,0.04,0.04,0.04,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,"[539, 110, 247, 330]",0.12,0.0,0.29,0.01,0.18,0.01,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,"[543, 113, 244, 325]",0.11,0.0,0.16,0.0,0.22,0.0,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,"[551, 107, 242, 328]",0.16,0.0,0.67,0.05,0.07,0.02,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,"[551, 97, 241, 326]",0.08,0.0,0.57,0.01,0.04,0.02,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,"[539, 150, 235, 309]",0.37,0.0,0.21,0.0,0.08,0.03,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,"[544, 114, 236, 310]",0.1,0.0,0.28,0.01,0.27,0.06,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,"[536, 114, 242, 317]",0.12,0.0,0.41,0.01,0.04,0.25,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,"[553, 124, 238, 321]",0.11,0.0,0.72,0.0,0.08,0.05,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,"[538, 109, 241, 324]",0.06,0.0,0.08,0.01,0.02,0.01,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,"[534, 116, 241, 314]",0.04,0.0,0.02,0.0,0.04,0.0,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,"[540, 103, 250, 338]",0.13,0.0,0.07,0.01,0.05,0.01,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,"[534, 118, 245, 328]",0.14,0.0,0.76,0.01,0.05,0.04,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,"[520, 94, 243, 324]",0.1,0.0,0.28,0.0,0.05,0.0,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,"[536, 103, 238, 316]",0.05,0.0,0.17,0.0,0.03,0.07,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,"[540, 129, 234, 316]",0.1,0.0,0.32,0.03,0.1,0.05,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,"[541, 105, 244, 338]",0.29,0.0,0.48,0.01,0.18,0.01,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,"[522, 103, 238, 313]",0.08,0.0,0.34,0.01,0.34,0.08,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,"[520, 86, 246, 322]",0.19,0.0,0.52,0.02,0.12,0.03,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,"[530, 109, 234, 316]",0.06,0.0,0.3,0.01,0.08,0.03,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,"[537, 105, 234, 315]",0.14,0.0,0.17,0.0,0.07,0.12,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,"[532, 121, 237, 325]",0.11,0.0,0.55,0.02,0.03,0.08,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,"[529, 95, 238, 321]",0.15,0.0,0.52,0.04,0.07,0.04,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,"[535, 99, 237, 319]",0.11,0.0,0.37,0.0,0.09,0.08,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,"[538, 100, 235, 330]",0.2,0.0,0.65,0.01,0.13,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
