,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0
0,"[232, 65, 105, 132]",0.01,0.0,0.0,0.84,0.01,0.0,0.14
1,"[223, 65, 110, 141]",0.12,0.01,0.02,0.18,0.57,0.0,0.1
2,"[237, 65, 101, 131]",0.27,0.0,0.02,0.09,0.54,0.0,0.07
3,"[228, 65, 101, 133]",0.19,0.01,0.03,0.26,0.36,0.0,0.15
4,"[218, 67, 105, 132]",0.14,0.0,0.04,0.16,0.46,0.0,0.21
5,"[217, 71, 108, 136]",0.14,0.0,0.06,0.02,0.5,0.0,0.27
6,"[228, 75, 104, 141]",0.32,0.0,0.05,0.36,0.23,0.03,0.01
7,"[214, 65, 108, 131]",0.19,0.0,0.07,0.22,0.18,0.08,0.27
8,"[217, 71, 104, 137]",0.24,0.0,0.02,0.02,0.7,0.0,0.02
9,"[216, 64, 104, 130]",0.26,0.0,0.07,0.09,0.18,0.01,0.39
10,"[214, 64, 101, 133]",0.03,0.0,0.01,0.02,0.91,0.0,0.03
11,"[211, 60, 105, 137]",0.31,0.0,0.05,0.03,0.47,0.0,0.13
12,"[220, 64, 103, 138]",0.14,0.0,0.01,0.27,0.52,0.0,0.05
13,"[220, 65, 107, 140]",0.15,0.0,0.01,0.15,0.68,0.0,0.01
14,"[212, 62, 108, 143]",0.2,0.0,0.04,0.32,0.34,0.02,0.08
15,"[221, 63, 111, 143]",0.29,0.0,0.03,0.01,0.65,0.0,0.02
16,"[206, 63, 112, 140]",0.2,0.0,0.03,0.23,0.36,0.0,0.18
17,"[215, 56, 110, 144]",0.19,0.0,0.05,0.05,0.68,0.0,0.03
18,"[216, 63, 109, 137]",0.31,0.01,0.02,0.01,0.61,0.0,0.04
19,"[212, 67, 108, 139]",0.49,0.0,0.17,0.02,0.19,0.01,0.12
20,"[218, 59, 109, 139]",0.31,0.0,0.18,0.12,0.1,0.07,0.22
21,"[216, 69, 99, 133]",0.06,0.01,0.01,0.1,0.76,0.0,0.06
22,"[216, 57, 100, 128]",0.38,0.0,0.2,0.03,0.05,0.14,0.19
23,"[219, 64, 112, 143]",0.43,0.0,0.23,0.02,0.14,0.01,0.16
24,"[215, 48, 107, 137]",0.47,0.0,0.13,0.0,0.08,0.21,0.11
25,"[230, 53, 110, 140]",0.15,0.0,0.05,0.12,0.59,0.0,0.08
26,"[233, 62, 108, 133]",0.43,0.0,0.06,0.07,0.31,0.0,0.13
27,"[210, 69, 108, 138]",0.14,0.0,0.02,0.18,0.6,0.0,0.06
28,"[224, 63, 108, 141]",0.11,0.02,0.01,0.0,0.83,0.0,0.02
29,"[214, 69, 110, 135]",0.15,0.0,0.16,0.0,0.53,0.0,0.15
30,"[224, 55, 110, 149]",0.19,0.0,0.03,0.0,0.77,0.0,0.0
31,"[221, 59, 105, 135]",0.17,0.0,0.06,0.16,0.5,0.0,0.1
32,"[211, 55, 109, 137]",0.22,0.0,0.08,0.32,0.12,0.01,0.25
33,"[215, 60, 103, 128]",0.42,0.0,0.1,0.03,0.26,0.01,0.18
34,"[212, 61, 108, 138]",0.17,0.0,0.09,0.1,0.61,0.01,0.02
35,"[222, 65, 102, 131]",0.27,0.0,0.13,0.09,0.13,0.04,0.33
36,"[214, 60, 106, 137]",0.35,0.0,0.07,0.02,0.4,0.0,0.16
37,"[217, 74, 112, 146]",0.09,0.0,0.03,0.61,0.17,0.06,0.03
38,"[218, 66, 107, 134]",0.02,0.0,0.01,0.01,0.94,0.0,0.02
39,"[222, 66, 107, 134]",0.08,0.0,0.01,0.01,0.79,0.0,0.11
40,"[221, 52, 106, 131]",0.08,0.0,0.1,0.08,0.26,0.16,0.32
41,"[221, 63, 100, 127]",0.65,0.0,0.15,0.01,0.1,0.03,0.06
42,"[237, 71, 103, 127]",0.18,0.0,0.06,0.01,0.65,0.0,0.09
43,"[233, 65, 106, 137]",0.07,0.0,0.02,0.09,0.75,0.0,0.06
44,"[227, 64, 110, 146]",0.21,0.0,0.05,0.18,0.54,0.01,0.01
45,"[230, 71, 111, 146]",0.26,0.0,0.08,0.08,0.26,0.01,0.31
46,"[229, 72, 109, 141]",0.06,0.0,0.06,0.03,0.74,0.0,0.1
47,"[237, 72, 108, 138]",0.2,0.0,0.09,0.04,0.31,0.01,0.35
48,"[241, 63, 103, 131]",0.04,0.0,0.01,0.51,0.28,0.0,0.16
49,"[231, 66, 104, 139]",0.1,0.0,0.02,0.35,0.41,0.0,0.12
50,"[227, 71, 102, 134]",0.1,0.0,0.04,0.02,0.74,0.0,0.09
51,"[216, 59, 109, 145]",0.49,0.0,0.21,0.04,0.23,0.02,0.0
52,"[224, 57, 108, 139]",0.47,0.01,0.05,0.04,0.32,0.01,0.11
53,"[211, 57, 112, 144]",0.01,0.0,0.0,0.84,0.03,0.0,0.11
54,"[212, 56, 113, 145]",0.06,0.0,0.07,0.01,0.83,0.0,0.02
55,"[203, 56, 107, 139]",0.14,0.0,0.02,0.28,0.54,0.0,0.02
56,"[206, 60, 103, 138]",0.16,0.0,0.01,0.03,0.78,0.0,0.02
57,"[208, 71, 104, 136]",0.05,0.0,0.01,0.73,0.05,0.02,0.14
58,"[208, 60, 105, 142]",0.18,0.01,0.03,0.13,0.63,0.0,0.02
59,"[196, 59, 109, 142]",0.26,0.0,0.09,0.03,0.59,0.01,0.02
60,"[207, 73, 105, 132]",0.14,0.0,0.16,0.0,0.28,0.02,0.39
61,"[209, 60, 111, 146]",0.18,0.0,0.11,0.05,0.46,0.02,0.18
62,"[227, 59, 104, 139]",0.12,0.0,0.06,0.31,0.44,0.01,0.06
63,"[215, 58, 100, 135]",0.2,0.0,0.08,0.11,0.56,0.02,0.02
64,"[211, 54, 92, 117]",0.32,0.0,0.04,0.07,0.4,0.0,0.16
65,"[202, 64, 102, 124]",0.2,0.0,0.04,0.04,0.38,0.01,0.34
66,"[225, 57, 97, 124]",0.06,0.0,0.03,0.02,0.83,0.0,0.05
67,"[196, 71, 100, 123]",0.08,0.0,0.01,0.2,0.12,0.0,0.59
68,"[221, 68, 98, 127]",0.09,0.01,0.02,0.04,0.8,0.0,0.04
69,"[222, 67, 95, 121]",0.19,0.0,0.06,0.27,0.35,0.01,0.12
70,"[227, 74, 104, 132]",0.11,0.0,0.08,0.1,0.32,0.01,0.38
71,"[217, 61, 104, 137]",0.19,0.0,0.04,0.06,0.67,0.0,0.04
72,"[203, 60, 104, 121]",0.4,0.0,0.02,0.08,0.2,0.05,0.26
