,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2
0,"[425, 243, 101, 129]",0.42,0.02,0.2,0.0,0.34,0.0,0.02,"[922, 239, 94, 122]",0.2,0.0,0.03,0.0,0.43,0.0,0.33,"[1063, 292, 30, 38]",0.28,0.0,0.16,0.23,0.25,0.03,0.05
1,"[959, 226, 112, 134]",0.22,0.0,0.02,0.01,0.42,0.0,0.33,"[426, 244, 96, 120]",0.12,0.03,0.44,0.0,0.28,0.06,0.07,,,,,,,,
2,"[958, 226, 108, 132]",0.42,0.0,0.05,0.01,0.16,0.01,0.36,"[437, 245, 96, 119]",0.38,0.0,0.44,0.0,0.14,0.0,0.04,,,,,,,,
3,"[432, 243, 97, 126]",0.45,0.01,0.23,0.0,0.28,0.01,0.02,"[958, 226, 109, 134]",0.16,0.0,0.01,0.0,0.21,0.0,0.61,"[852, 300, 34, 44]",0.32,0.0,0.12,0.13,0.26,0.0,0.16
4,"[951, 222, 112, 139]",0.22,0.0,0.01,0.02,0.07,0.0,0.67,"[429, 247, 98, 124]",0.83,0.03,0.05,0.0,0.08,0.0,0.01,"[761, 306, 38, 47]",0.43,0.0,0.14,0.29,0.08,0.01,0.05
5,"[954, 229, 106, 131]",0.14,0.0,0.04,0.01,0.09,0.0,0.73,"[421, 256, 96, 119]",0.08,0.0,0.33,0.0,0.5,0.02,0.07,"[659, 311, 39, 48]",0.62,0.0,0.03,0.21,0.06,0.0,0.07
6,"[951, 227, 112, 135]",0.17,0.0,0.06,0.02,0.08,0.01,0.65,"[434, 244, 98, 124]",0.64,0.03,0.04,0.0,0.2,0.02,0.07,,,,,,,,
7,"[936, 225, 107, 135]",0.25,0.0,0.01,0.01,0.09,0.0,0.64,"[430, 245, 100, 125]",0.39,0.05,0.24,0.0,0.3,0.01,0.01,"[355, 322, 47, 60]",0.43,0.0,0.03,0.42,0.05,0.0,0.07
8,"[427, 253, 100, 125]",0.28,0.06,0.08,0.0,0.56,0.0,0.02,"[984, 226, 110, 135]",0.04,0.0,0.05,0.02,0.46,0.0,0.43,"[174, 333, 55, 65]",0.55,0.0,0.04,0.03,0.31,0.0,0.07
9,"[430, 244, 98, 126]",0.67,0.0,0.17,0.0,0.1,0.01,0.04,"[962, 227, 112, 133]",0.22,0.0,0.02,0.02,0.31,0.0,0.43,"[810, 324, 33, 39]",0.1,0.0,0.13,0.37,0.24,0.0,0.16
10,"[947, 227, 111, 136]",0.29,0.0,0.01,0.01,0.21,0.0,0.47,"[433, 264, 95, 124]",0.51,0.0,0.28,0.0,0.12,0.01,0.08,,,,,,,,
11,"[924, 243, 103, 125]",0.32,0.0,0.06,0.01,0.27,0.0,0.34,"[420, 252, 100, 126]",0.11,0.0,0.5,0.0,0.37,0.01,0.01,,,,,,,,
12,"[437, 248, 102, 127]",0.21,0.01,0.4,0.01,0.28,0.02,0.07,"[959, 245, 97, 124]",0.39,0.0,0.05,0.0,0.27,0.0,0.28,,,,,,,,
13,"[435, 250, 93, 121]",0.28,0.1,0.24,0.0,0.35,0.01,0.02,"[962, 238, 113, 136]",0.51,0.0,0.02,0.0,0.23,0.01,0.22,,,,,,,,
14,"[403, 246, 104, 126]",0.42,0.0,0.19,0.02,0.2,0.05,0.12,"[968, 236, 106, 133]",0.59,0.0,0.03,0.0,0.15,0.0,0.22,,,,,,,,
15,"[420, 176, 99, 128]",0.84,0.0,0.08,0.0,0.06,0.01,0.02,,,,,,,,,,,,,,,,
16,"[437, 168, 102, 130]",0.6,0.0,0.12,0.0,0.11,0.02,0.14,"[953, 172, 100, 125]",0.34,0.0,0.04,0.01,0.13,0.0,0.47,,,,,,,,
17,"[950, 181, 101, 125]",0.26,0.0,0.06,0.0,0.2,0.0,0.47,,,,,,,,,,,,,,,,
18,"[436, 183, 94, 122]",0.58,0.0,0.07,0.01,0.29,0.01,0.04,"[943, 185, 98, 124]",0.43,0.0,0.04,0.0,0.38,0.0,0.14,,,,,,,,
19,"[424, 198, 98, 129]",0.04,0.0,0.46,0.0,0.5,0.0,0.0,"[918, 188, 99, 124]",0.84,0.0,0.02,0.0,0.08,0.0,0.06,,,,,,,,
20,"[437, 185, 99, 123]",0.09,0.02,0.34,0.01,0.35,0.03,0.15,"[941, 174, 104, 130]",0.62,0.0,0.03,0.0,0.26,0.0,0.09,,,,,,,,
21,"[426, 194, 99, 122]",0.18,0.01,0.39,0.0,0.36,0.0,0.06,"[923, 178, 99, 123]",0.51,0.0,0.05,0.01,0.22,0.0,0.2,,,,,,,,
22,"[931, 182, 100, 126]",0.61,0.0,0.06,0.0,0.27,0.0,0.06,"[422, 203, 98, 125]",0.22,0.0,0.12,0.02,0.54,0.02,0.08,,,,,,,,
23,"[413, 179, 95, 123]",0.29,0.0,0.16,0.02,0.26,0.02,0.25,"[942, 175, 102, 132]",0.4,0.0,0.04,0.0,0.38,0.0,0.18,,,,,,,,
24,"[943, 175, 109, 140]",0.22,0.0,0.14,0.0,0.35,0.03,0.25,"[434, 193, 96, 122]",0.43,0.01,0.2,0.0,0.35,0.0,0.01,,,,,,,,
25,"[932, 180, 105, 130]",0.51,0.0,0.1,0.0,0.32,0.0,0.06,,,,,,,,,,,,,,,,
26,"[932, 178, 102, 129]",0.35,0.0,0.11,0.0,0.32,0.0,0.22,"[419, 192, 96, 122]",0.09,0.0,0.34,0.0,0.46,0.01,0.11,,,,,,,,
27,"[936, 173, 108, 134]",0.41,0.0,0.04,0.0,0.23,0.01,0.32,"[431, 193, 97, 126]",0.06,0.01,0.05,0.01,0.78,0.01,0.07,,,,,,,,
