,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,box3,angry3,disgust3,fear3,happy3,sad3,surprise3,neutral3,box4,angry4,disgust4,fear4,happy4,sad4,surprise4,neutral4,box5,angry5,disgust5,fear5,happy5,sad5,surprise5,neutral5,box6,angry6,disgust6,fear6,happy6,sad6,surprise6,neutral6,box7,angry7,disgust7,fear7,happy7,sad7,surprise7,neutral7,box8,angry8,disgust8,fear8,happy8,sad8,surprise8,neutral8,box9,angry9,disgust9,fear9,happy9,sad9,surprise9,neutral9
112,"[263, 84, 84, 101]",0.3,0.0,0.26,0.02,0.22,0.04,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,"[277, 74, 82, 102]",0.53,0.0,0.05,0.01,0.14,0.0,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,"[280, 74, 82, 105]",0.08,0.0,0.11,0.03,0.25,0.02,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,"[279, 82, 80, 99]",0.11,0.0,0.23,0.01,0.45,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,"[262, 81, 85, 111]",0.31,0.0,0.07,0.14,0.18,0.0,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,"[264, 80, 81, 108]",0.16,0.0,0.07,0.02,0.22,0.02,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,"[510, 266, 22, 27]",0.25,0.0,0.04,0.02,0.42,0.03,0.24,"[42, 276, 26, 33]",0.54,0.0,0.04,0.01,0.23,0.0,0.19,"[181, 242, 20, 26]",0.21,0.0,0.12,0.05,0.54,0.03,0.04,"[514, 236, 19, 23]",0.4,0.0,0.13,0.04,0.36,0.02,0.04,"[224, 265, 24, 30]",0.21,0.0,0.03,0.47,0.24,0.01,0.04,"[117, 209, 19, 23]",0.56,0.0,0.08,0.05,0.18,0.0,0.11,"[400, 266, 25, 33]",0.25,0.0,0.08,0.04,0.53,0.03,0.07,"[341, 254, 23, 25]",0.64,0.0,0.03,0.1,0.21,0.0,0.01,"[107, 232, 22, 27]",0.24,0.0,0.03,0.13,0.41,0.02,0.17,"[432, 259, 23, 27]",0.24,0.0,0.09,0.02,0.63,0.0,0.02
119,"[264, 79, 84, 109]",0.34,0.0,0.06,0.04,0.1,0.0,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,"[270, 84, 76, 92]",0.11,0.0,0.11,0.36,0.11,0.02,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,"[264, 81, 81, 105]",0.18,0.0,0.1,0.14,0.11,0.01,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,"[405, 78, 80, 102]",0.48,0.0,0.05,0.01,0.33,0.0,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,"[282, 75, 81, 99]",0.15,0.0,0.12,0.0,0.58,0.0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,"[265, 71, 83, 105]",0.2,0.0,0.21,0.0,0.48,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,"[276, 75, 80, 103]",0.33,0.0,0.32,0.01,0.13,0.04,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,"[311, 82, 81, 98]",0.28,0.0,0.29,0.06,0.14,0.04,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,"[264, 84, 81, 100]",0.09,0.0,0.12,0.04,0.58,0.01,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,"[310, 82, 78, 102]",0.43,0.0,0.08,0.07,0.26,0.0,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,"[324, 103, 74, 94]",0.46,0.01,0.06,0.03,0.22,0.01,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,"[269, 102, 75, 96]",0.16,0.0,0.09,0.04,0.2,0.0,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,"[243, 106, 77, 97]",0.42,0.0,0.11,0.09,0.24,0.02,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,"[258, 97, 81, 108]",0.07,0.0,0.1,0.58,0.08,0.0,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,"[269, 99, 76, 98]",0.37,0.0,0.15,0.03,0.15,0.01,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,"[270, 105, 75, 93]",0.28,0.0,0.04,0.14,0.16,0.01,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,"[317, 102, 72, 91]",0.23,0.0,0.22,0.0,0.36,0.0,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,"[323, 101, 71, 104]",0.13,0.0,0.25,0.08,0.37,0.12,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,"[313, 101, 70, 105]",0.16,0.0,0.08,0.0,0.56,0.02,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,"[275, 96, 81, 103]",0.08,0.01,0.19,0.0,0.6,0.0,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,"[241, 91, 84, 105]",0.62,0.0,0.07,0.01,0.16,0.0,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,"[237, 96, 79, 95]",0.23,0.0,0.05,0.0,0.49,0.0,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,"[251, 90, 83, 104]",0.11,0.0,0.14,0.03,0.34,0.03,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,"[275, 98, 71, 90]",0.08,0.0,0.3,0.0,0.49,0.01,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,"[271, 90, 76, 96]",0.38,0.0,0.26,0.0,0.19,0.05,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,"[273, 94, 79, 102]",0.3,0.0,0.07,0.01,0.51,0.0,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,"[255, 99, 81, 96]",0.31,0.0,0.07,0.01,0.41,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,"[250, 265, 19, 24]",0.38,0.0,0.02,0.2,0.27,0.01,0.12,"[409, 275, 24, 29]",0.22,0.0,0.27,0.22,0.26,0.0,0.02,"[304, 237, 15, 21]",0.32,0.0,0.11,0.33,0.18,0.03,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,"[286, 272, 21, 26]",0.2,0.0,0.12,0.15,0.47,0.0,0.05,"[178, 240, 16, 21]",0.57,0.0,0.07,0.16,0.16,0.01,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,"[143, 277, 23, 29]",0.25,0.0,0.29,0.14,0.29,0.01,0.01,"[25, 246, 18, 24]",0.36,0.0,0.08,0.38,0.15,0.01,0.02,"[292, 251, 36, 43]",0.33,0.0,0.04,0.39,0.18,0.01,0.06,"[81, 235, 15, 19]",0.52,0.03,0.06,0.05,0.3,0.01,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,"[134, 263, 37, 45]",0.48,0.0,0.07,0.1,0.25,0.01,0.08,"[590, 254, 14, 18]",0.26,0.0,0.04,0.03,0.63,0.0,0.05,"[480, 242, 14, 18]",0.09,0.0,0.03,0.49,0.35,0.01,0.04,"[492, 225, 14, 16]",0.2,0.0,0.09,0.06,0.61,0.0,0.03,"[536, 249, 14, 19]",0.18,0.0,0.07,0.06,0.52,0.01,0.15,"[455, 271, 19, 22]",0.18,0.0,0.09,0.38,0.24,0.01,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,"[312, 273, 18, 21]",0.17,0.0,0.07,0.45,0.22,0.0,0.08,"[552, 270, 18, 24]",0.52,0.0,0.07,0.04,0.32,0.01,0.04,"[440, 252, 13, 17]",0.24,0.0,0.09,0.12,0.52,0.01,0.03,"[336, 241, 15, 21]",0.06,0.0,0.03,0.32,0.47,0.0,0.11,"[487, 283, 20, 25]",0.39,0.0,0.08,0.19,0.29,0.01,0.04,"[348, 225, 13, 16]",0.47,0.0,0.08,0.08,0.33,0.0,0.04,"[390, 249, 14, 18]",0.07,0.0,0.11,0.04,0.71,0.01,0.05,"[35, 229, 35, 42]",0.53,0.0,0.06,0.04,0.33,0.0,0.04,,,,,,,,,,,,,,,,
151,"[297, 95, 69, 104]",0.37,0.0,0.11,0.01,0.24,0.04,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,"[305, 106, 64, 101]",0.23,0.0,0.23,0.11,0.23,0.05,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,"[314, 99, 71, 102]",0.11,0.0,0.17,0.01,0.36,0.09,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,"[290, 103, 78, 100]",0.27,0.0,0.07,0.01,0.34,0.01,0.3,"[181, 221, 30, 40]",0.19,0.0,0.07,0.23,0.13,0.02,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,"[329, 107, 80, 99]",0.53,0.0,0.03,0.02,0.25,0.0,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,"[358, 108, 80, 102]",0.28,0.0,0.02,0.0,0.22,0.0,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,"[318, 102, 79, 100]",0.16,0.0,0.08,0.02,0.48,0.01,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,"[318, 101, 77, 95]",0.45,0.0,0.03,0.0,0.32,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,"[321, 97, 76, 100]",0.3,0.0,0.18,0.0,0.29,0.06,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,"[299, 108, 77, 99]",0.11,0.0,0.14,0.01,0.25,0.01,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,"[297, 97, 78, 102]",0.19,0.0,0.19,0.01,0.55,0.01,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,"[297, 97, 79, 104]",0.18,0.0,0.07,0.0,0.71,0.0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,"[302, 102, 81, 103]",0.16,0.0,0.19,0.01,0.59,0.0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,"[329, 105, 67, 96]",0.08,0.0,0.42,0.01,0.3,0.05,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,"[316, 104, 78, 96]",0.21,0.0,0.2,0.0,0.39,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,"[225, 92, 79, 96]",0.21,0.0,0.04,0.09,0.43,0.0,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,"[205, 99, 57, 72]",0.53,0.0,0.1,0.06,0.08,0.0,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,"[219, 90, 59, 78]",0.14,0.0,0.19,0.08,0.23,0.03,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,"[263, 81, 55, 74]",0.36,0.0,0.22,0.11,0.05,0.07,0.19,"[124, 309, 46, 60]",0.04,0.0,0.24,0.01,0.14,0.31,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,"[278, 61, 55, 69]",0.05,0.0,0.01,0.24,0.04,0.0,0.66,"[441, 294, 66, 79]",0.09,0.0,0.53,0.01,0.28,0.03,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,"[323, 57, 57, 71]",0.54,0.0,0.17,0.0,0.2,0.0,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,"[338, 90, 50, 63]",0.49,0.0,0.06,0.27,0.08,0.0,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,"[292, 85, 43, 58]",0.68,0.02,0.04,0.0,0.15,0.0,0.1,"[578, 322, 42, 50]",0.08,0.0,0.32,0.0,0.25,0.02,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,"[307, 91, 48, 59]",0.16,0.0,0.05,0.17,0.15,0.0,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,"[322, 88, 46, 59]",0.26,0.0,0.24,0.02,0.27,0.01,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,"[323, 85, 47, 64]",0.2,0.0,0.08,0.03,0.17,0.01,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,"[363, 83, 51, 67]",0.43,0.0,0.2,0.02,0.15,0.02,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,"[338, 96, 56, 71]",0.21,0.0,0.11,0.0,0.19,0.0,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,"[555, 305, 40, 53]",0.06,0.0,0.09,0.13,0.62,0.04,0.06,"[346, 102, 54, 69]",0.18,0.0,0.31,0.01,0.25,0.09,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,"[347, 108, 56, 70]",0.06,0.0,0.16,0.05,0.38,0.02,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,"[226, 100, 56, 66]",0.39,0.0,0.18,0.0,0.37,0.02,0.04,"[507, 234, 45, 54]",0.19,0.0,0.11,0.11,0.56,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,"[301, 84, 56, 66]",0.44,0.0,0.08,0.0,0.39,0.0,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,"[314, 79, 45, 61]",0.68,0.0,0.16,0.0,0.05,0.0,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,"[453, 339, 17, 21]",0.06,0.0,0.37,0.02,0.47,0.0,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,"[346, 86, 48, 74]",0.11,0.0,0.21,0.12,0.12,0.39,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,"[318, 96, 54, 74]",0.58,0.1,0.07,0.02,0.21,0.0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
