,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0
0,"[600, 190, 129, 161]",0.0,0.0,0.0,0.99,0.0,0.0,0.0
1,"[590, 181, 132, 166]",0.0,0.0,0.01,0.81,0.04,0.06,0.08
2,"[596, 190, 127, 163]",0.02,0.0,0.09,0.02,0.15,0.0,0.72
3,"[588, 222, 126, 152]",0.03,0.0,0.27,0.02,0.61,0.01,0.07
4,"[583, 222, 126, 157]",0.06,0.0,0.26,0.0,0.54,0.0,0.13
5,"[588, 209, 129, 162]",0.05,0.0,0.12,0.0,0.74,0.0,0.09
6,"[581, 213, 127, 160]",0.05,0.0,0.14,0.02,0.62,0.03,0.13
7,"[580, 167, 133, 170]",0.02,0.0,0.18,0.12,0.02,0.41,0.25
8,"[574, 220, 125, 156]",0.01,0.0,0.18,0.0,0.64,0.01,0.16
9,"[564, 206, 127, 158]",0.02,0.0,0.05,0.19,0.63,0.04,0.07
10,"[575, 253, 127, 162]",0.06,0.01,0.08,0.0,0.77,0.02,0.06
11,"[565, 217, 129, 162]",0.05,0.0,0.09,0.0,0.43,0.0,0.43
12,"[576, 218, 127, 167]",0.09,0.0,0.19,0.01,0.48,0.02,0.2
13,"[600, 159, 134, 171]",0.03,0.0,0.47,0.15,0.07,0.22,0.05
14,"[593, 232, 130, 163]",0.14,0.02,0.08,0.05,0.59,0.0,0.11
15,"[583, 212, 129, 165]",0.03,0.0,0.19,0.0,0.69,0.01,0.08
16,"[583, 242, 126, 155]",0.15,0.01,0.13,0.03,0.61,0.0,0.06
17,"[564, 224, 127, 162]",0.07,0.0,0.04,0.0,0.77,0.0,0.11
18,"[618, 217, 127, 163]",0.04,0.02,0.17,0.0,0.75,0.01,0.02
19,"[584, 197, 134, 171]",0.08,0.0,0.27,0.0,0.61,0.0,0.04
20,"[581, 226, 125, 159]",0.05,0.0,0.08,0.0,0.66,0.0,0.2
21,"[600, 241, 123, 152]",0.11,0.02,0.19,0.0,0.65,0.0,0.02
22,"[588, 183, 128, 171]",0.03,0.0,0.09,0.01,0.28,0.01,0.59
23,"[606, 224, 133, 170]",0.04,0.0,0.17,0.1,0.32,0.01,0.37
24,"[598, 200, 129, 166]",0.02,0.0,0.2,0.01,0.39,0.01,0.37
25,"[553, 212, 130, 166]",0.01,0.0,0.1,0.01,0.83,0.0,0.05
26,"[597, 209, 135, 170]",0.03,0.0,0.02,0.72,0.2,0.01,0.03
27,"[604, 206, 127, 158]",0.01,0.0,0.22,0.02,0.3,0.0,0.44
28,"[585, 176, 137, 171]",0.06,0.0,0.45,0.05,0.14,0.11,0.18
29,"[593, 204, 130, 162]",0.04,0.0,0.08,0.09,0.07,0.0,0.71
30,"[582, 210, 130, 167]",0.03,0.0,0.39,0.01,0.37,0.04,0.15
31,"[616, 220, 130, 165]",0.03,0.0,0.29,0.04,0.5,0.04,0.1
32,"[578, 218, 126, 158]",0.03,0.0,0.32,0.06,0.5,0.01,0.08
33,"[571, 174, 126, 162]",0.0,0.0,0.0,0.98,0.0,0.0,0.02
34,"[592, 199, 128, 161]",0.02,0.0,0.2,0.2,0.28,0.0,0.3
35,"[593, 214, 125, 158]",0.02,0.0,0.26,0.01,0.46,0.0,0.24
36,"[573, 214, 126, 158]",0.03,0.0,0.17,0.0,0.62,0.0,0.17
37,"[601, 224, 124, 162]",0.04,0.0,0.17,0.01,0.37,0.0,0.41
38,"[587, 204, 127, 157]",0.04,0.0,0.32,0.0,0.5,0.0,0.14
