,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,box3,angry3,disgust3,fear3,happy3,sad3,surprise3,neutral3,box4,angry4,disgust4,fear4,happy4,sad4,surprise4,neutral4,box5,angry5,disgust5,fear5,happy5,sad5,surprise5,neutral5,box6,angry6,disgust6,fear6,happy6,sad6,surprise6,neutral6,box7,angry7,disgust7,fear7,happy7,sad7,surprise7,neutral7,box8,angry8,disgust8,fear8,happy8,sad8,surprise8,neutral8
27,"[479, 141, 321, 403]",0.3,0.0,0.3,0.08,0.27,0.02,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,"[470, 152, 313, 401]",0.47,0.0,0.04,0.02,0.15,0.0,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,"[492, 140, 311, 389]",0.36,0.0,0.09,0.02,0.21,0.01,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,"[443, 137, 327, 411]",0.32,0.0,0.4,0.06,0.16,0.03,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,"[436, 166, 317, 405]",0.3,0.0,0.2,0.26,0.05,0.05,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,"[460, 158, 323, 408]",0.31,0.0,0.23,0.05,0.08,0.02,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,"[477, 171, 327, 420]",0.26,0.0,0.17,0.15,0.13,0.02,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,"[670, 132, 41, 51]",0.29,0.0,0.07,0.34,0.03,0.08,0.2,"[520, 118, 44, 56]",0.37,0.0,0.02,0.02,0.09,0.0,0.49,"[612, 35, 24, 34]",0.15,0.0,0.13,0.4,0.16,0.07,0.08,"[291, 28, 28, 37]",0.1,0.0,0.01,0.15,0.02,0.0,0.73,"[397, 30, 32, 45]",0.01,0.0,0.0,0.91,0.0,0.01,0.06,"[825, 138, 43, 56]",0.25,0.0,0.09,0.01,0.16,0.0,0.48,"[512, 32, 16, 22]",0.25,0.01,0.28,0.21,0.19,0.02,0.04,"[402, 122, 44, 62]",0.08,0.0,0.15,0.12,0.16,0.03,0.46,"[713, 34, 27, 36]",0.08,0.01,0.2,0.04,0.51,0.02,0.14
35,"[449, 137, 318, 416]",0.38,0.0,0.29,0.04,0.2,0.03,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,"[483, 156, 317, 406]",0.56,0.02,0.22,0.02,0.11,0.02,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,"[466, 174, 318, 411]",0.12,0.0,0.05,0.24,0.11,0.01,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,"[456, 144, 329, 410]",0.34,0.0,0.26,0.12,0.14,0.04,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,"[473, 147, 316, 401]",0.34,0.0,0.29,0.05,0.2,0.01,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,"[499, 163, 320, 405]",0.4,0.0,0.16,0.13,0.14,0.01,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,"[461, 152, 320, 405]",0.56,0.0,0.05,0.01,0.11,0.0,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,"[465, 153, 321, 409]",0.21,0.0,0.3,0.07,0.16,0.03,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,"[464, 158, 330, 420]",0.43,0.0,0.11,0.08,0.16,0.02,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,"[536, 146, 308, 387]",0.43,0.0,0.13,0.0,0.23,0.01,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,"[503, 155, 320, 403]",0.5,0.0,0.21,0.05,0.17,0.02,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,"[475, 158, 318, 405]",0.23,0.0,0.06,0.33,0.08,0.01,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,"[497, 152, 321, 409]",0.37,0.0,0.26,0.16,0.14,0.02,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,"[1223, 349, 34, 45]",0.45,0.04,0.03,0.29,0.06,0.01,0.12,"[880, 130, 44, 51]",0.03,0.0,0.08,0.03,0.25,0.0,0.61,"[987, 60, 25, 31]",0.05,0.0,0.01,0.7,0.19,0.0,0.04,"[974, 123, 32, 36]",0.08,0.0,0.04,0.02,0.48,0.0,0.38,"[775, 258, 60, 56]",0.01,0.0,0.09,0.02,0.15,0.09,0.65,"[1237, 207, 25, 27]",0.73,0.0,0.04,0.05,0.16,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,
49,"[661, 109, 100, 122]",0.01,0.0,0.03,0.79,0.03,0.01,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,"[476, 137, 319, 405]",0.41,0.07,0.08,0.06,0.32,0.01,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,"[458, 154, 318, 403]",0.45,0.0,0.07,0.04,0.09,0.0,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,"[437, 154, 309, 383]",0.28,0.0,0.47,0.01,0.17,0.01,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,"[461, 143, 313, 398]",0.53,0.0,0.09,0.01,0.21,0.01,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,"[438, 142, 321, 411]",0.4,0.0,0.21,0.23,0.09,0.03,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,"[474, 132, 317, 402]",0.28,0.0,0.44,0.03,0.19,0.04,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,"[506, 169, 316, 396]",0.41,0.0,0.18,0.06,0.21,0.01,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,"[474, 165, 312, 400]",0.26,0.0,0.12,0.04,0.26,0.0,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,"[448, 187, 316, 412]",0.38,0.0,0.12,0.11,0.2,0.02,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,"[487, 139, 309, 383]",0.27,0.0,0.11,0.05,0.16,0.04,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,"[519, 143, 306, 383]",0.22,0.0,0.36,0.03,0.2,0.03,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,"[472, 134, 313, 396]",0.11,0.0,0.47,0.04,0.11,0.06,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,"[453, 153, 324, 404]",0.43,0.0,0.42,0.03,0.07,0.04,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,"[450, 131, 320, 404]",0.35,0.0,0.29,0.05,0.24,0.03,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,"[492, 145, 307, 386]",0.13,0.0,0.28,0.02,0.2,0.08,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,"[466, 167, 322, 406]",0.36,0.0,0.06,0.06,0.09,0.0,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,"[714, 297, 23, 27]",0.38,0.0,0.11,0.1,0.16,0.02,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,"[495, 130, 314, 399]",0.2,0.0,0.14,0.09,0.32,0.01,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,"[450, 133, 318, 394]",0.26,0.0,0.2,0.14,0.11,0.03,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,"[478, 116, 326, 407]",0.15,0.0,0.65,0.01,0.03,0.15,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,"[449, 145, 315, 396]",0.15,0.0,0.24,0.22,0.13,0.09,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,"[475, 121, 317, 394]",0.11,0.0,0.03,0.05,0.1,0.0,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,"[488, 136, 320, 403]",0.35,0.0,0.18,0.01,0.08,0.03,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,"[472, 131, 315, 402]",0.24,0.0,0.22,0.04,0.14,0.04,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,"[471, 122, 312, 401]",0.09,0.0,0.11,0.09,0.18,0.0,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,"[700, 93, 34, 38]",0.28,0.0,0.04,0.02,0.53,0.0,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,"[524, 112, 317, 400]",0.36,0.0,0.18,0.05,0.08,0.02,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,"[484, 128, 322, 410]",0.24,0.0,0.29,0.19,0.17,0.03,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,"[493, 138, 329, 415]",0.07,0.0,0.05,0.71,0.06,0.0,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,"[522, 106, 212, 273]",0.29,0.0,0.45,0.03,0.08,0.13,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,"[544, 135, 209, 267]",0.25,0.0,0.42,0.08,0.15,0.04,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,"[515, 144, 216, 272]",0.37,0.0,0.07,0.2,0.1,0.01,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,"[516, 130, 215, 272]",0.44,0.0,0.16,0.08,0.14,0.02,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,"[510, 128, 214, 275]",0.23,0.0,0.06,0.3,0.12,0.01,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,"[512, 128, 218, 278]",0.18,0.0,0.23,0.35,0.09,0.08,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,"[499, 146, 223, 281]",0.2,0.0,0.08,0.47,0.04,0.01,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,"[486, 136, 224, 280]",0.13,0.0,0.08,0.17,0.05,0.01,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,"[445, 174, 335, 415]",0.24,0.0,0.18,0.17,0.07,0.05,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,"[461, 150, 319, 402]",0.08,0.0,0.2,0.34,0.1,0.16,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
