,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0
0,"[277, 68, 85, 110]",0.37,0.0,0.07,0.03,0.25,0.0,0.28
1,"[259, 76, 81, 102]",0.49,0.0,0.23,0.0,0.18,0.0,0.09
2,"[262, 99, 85, 113]",0.21,0.0,0.06,0.0,0.42,0.0,0.31
3,"[262, 87, 86, 113]",0.84,0.0,0.02,0.0,0.09,0.0,0.05
4,"[267, 91, 90, 118]",0.13,0.0,0.15,0.0,0.1,0.0,0.62
5,"[260, 77, 84, 107]",0.38,0.0,0.07,0.0,0.26,0.0,0.28
6,"[247, 61, 84, 108]",0.51,0.0,0.05,0.0,0.25,0.0,0.18
7,"[256, 71, 87, 115]",0.35,0.0,0.26,0.01,0.24,0.0,0.14
8,"[253, 67, 81, 108]",0.44,0.02,0.16,0.0,0.3,0.0,0.07
9,"[257, 61, 81, 105]",0.72,0.0,0.05,0.0,0.21,0.0,0.03
10,"[255, 50, 86, 109]",0.46,0.0,0.05,0.01,0.33,0.0,0.15
11,"[257, 57, 79, 106]",0.41,0.0,0.06,0.0,0.32,0.0,0.22
12,"[246, 55, 81, 108]",0.66,0.0,0.05,0.0,0.21,0.0,0.08
13,"[257, 60, 80, 106]",0.47,0.0,0.11,0.0,0.31,0.0,0.11
14,"[245, 61, 86, 112]",0.5,0.0,0.04,0.0,0.19,0.0,0.26
15,"[244, 62, 81, 109]",0.3,0.01,0.04,0.02,0.24,0.0,0.38
16,"[244, 44, 84, 108]",0.33,0.0,0.04,0.03,0.43,0.0,0.17
17,"[239, 62, 87, 109]",0.3,0.0,0.06,0.0,0.4,0.0,0.24
18,"[245, 69, 76, 96]",0.37,0.0,0.14,0.0,0.35,0.0,0.14
19,"[242, 69, 81, 102]",0.39,0.0,0.1,0.01,0.27,0.0,0.23
20,"[246, 69, 85, 112]",0.21,0.0,0.03,0.01,0.15,0.0,0.6
21,"[239, 66, 83, 105]",0.35,0.0,0.05,0.01,0.34,0.0,0.25
22,"[234, 71, 79, 100]",0.31,0.0,0.08,0.0,0.31,0.0,0.29
23,"[241, 72, 85, 116]",0.39,0.0,0.05,0.01,0.23,0.0,0.3
24,"[235, 75, 82, 107]",0.48,0.0,0.02,0.0,0.1,0.0,0.4
25,"[242, 63, 82, 106]",0.19,0.0,0.09,0.0,0.38,0.0,0.33
26,"[233, 73, 87, 109]",0.18,0.0,0.03,0.0,0.16,0.0,0.62
27,"[242, 72, 84, 114]",0.59,0.0,0.05,0.03,0.17,0.0,0.16
28,"[241, 72, 80, 103]",0.39,0.0,0.09,0.01,0.29,0.02,0.2
29,"[250, 64, 78, 102]",0.49,0.0,0.14,0.01,0.25,0.0,0.11
30,"[252, 76, 81, 106]",0.8,0.01,0.03,0.01,0.12,0.0,0.03
31,"[247, 76, 82, 101]",0.8,0.0,0.03,0.0,0.12,0.0,0.05
32,"[263, 73, 89, 120]",0.19,0.0,0.04,0.02,0.39,0.01,0.35
33,"[258, 72, 83, 112]",0.64,0.0,0.05,0.0,0.21,0.0,0.1
34,"[251, 71, 88, 117]",0.65,0.0,0.04,0.0,0.23,0.0,0.08
35,"[253, 64, 87, 118]",0.54,0.0,0.02,0.0,0.28,0.0,0.15
36,"[255, 75, 90, 116]",0.65,0.0,0.05,0.0,0.22,0.01,0.07
37,"[249, 70, 86, 113]",0.67,0.0,0.03,0.0,0.26,0.0,0.04
38,"[251, 70, 81, 104]",0.73,0.0,0.02,0.0,0.23,0.0,0.02
39,"[247, 72, 85, 113]",0.68,0.0,0.06,0.0,0.24,0.0,0.02
40,"[249, 66, 84, 110]",0.26,0.0,0.19,0.0,0.35,0.01,0.17
41,"[239, 58, 82, 104]",0.13,0.0,0.36,0.01,0.14,0.13,0.22
42,"[250, 66, 86, 110]",0.22,0.0,0.09,0.0,0.22,0.0,0.46
43,"[242, 70, 84, 110]",0.57,0.01,0.1,0.0,0.17,0.01,0.14
44,"[246, 75, 84, 106]",0.66,0.0,0.09,0.0,0.12,0.0,0.13
45,"[243, 66, 80, 105]",0.29,0.0,0.05,0.0,0.39,0.0,0.27
46,"[240, 68, 80, 102]",0.38,0.0,0.22,0.0,0.32,0.0,0.07
47,"[238, 66, 81, 99]",0.46,0.0,0.22,0.0,0.26,0.0,0.06
48,"[248, 57, 80, 102]",0.28,0.0,0.2,0.0,0.42,0.0,0.1
49,"[240, 53, 81, 102]",0.26,0.0,0.29,0.02,0.31,0.01,0.11
50,"[251, 73, 89, 111]",0.61,0.0,0.05,0.0,0.16,0.0,0.18
51,"[247, 70, 80, 100]",0.61,0.0,0.05,0.0,0.24,0.0,0.11
52,"[241, 80, 86, 110]",0.43,0.0,0.05,0.0,0.25,0.0,0.26
