,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1
0,"[470, 189, 251, 317]",0.12,0.0,0.15,0.0,0.17,0.01,0.55,,,,,,,,
1,"[523, 195, 244, 301]",0.21,0.0,0.15,0.0,0.22,0.01,0.42,,,,,,,,
2,"[476, 182, 258, 336]",0.29,0.0,0.29,0.0,0.2,0.09,0.13,,,,,,,,
3,"[539, 180, 263, 334]",0.07,0.0,0.08,0.0,0.37,0.0,0.48,,,,,,,,
4,"[551, 176, 259, 328]",0.25,0.0,0.1,0.27,0.31,0.02,0.05,"[642, 622, 63, 84]",0.01,0.0,0.01,0.0,0.92,0.01,0.04
5,"[523, 184, 251, 311]",0.02,0.0,0.03,0.0,0.24,0.0,0.71,,,,,,,,
6,"[534, 178, 250, 315]",0.05,0.0,0.03,0.0,0.11,0.0,0.81,"[625, 624, 69, 82]",0.0,0.0,0.04,0.0,0.94,0.01,0.01
7,"[549, 188, 248, 317]",0.08,0.0,0.04,0.0,0.19,0.0,0.69,,,,,,,,
8,"[538, 175, 256, 322]",0.0,0.0,0.0,0.99,0.01,0.0,0.0,"[619, 624, 66, 85]",0.0,0.0,0.02,0.0,0.88,0.01,0.09
9,"[549, 191, 235, 299]",0.14,0.0,0.12,0.0,0.09,0.03,0.61,,,,,,,,
10,"[556, 177, 249, 309]",0.06,0.0,0.03,0.32,0.5,0.0,0.09,,,,,,,,
11,"[554, 198, 240, 302]",0.27,0.0,0.08,0.0,0.37,0.0,0.27,,,,,,,,
12,"[739, 296, 43, 48]",0.16,0.0,0.03,0.29,0.46,0.01,0.05,,,,,,,,
13,"[552, 201, 237, 298]",0.16,0.0,0.09,0.0,0.07,0.01,0.67,"[653, 627, 42, 59]",0.0,0.0,0.02,0.0,0.34,0.0,0.63
14,"[536, 177, 258, 319]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,
15,"[545, 193, 233, 294]",0.62,0.01,0.11,0.0,0.07,0.08,0.11,,,,,,,,
16,"[698, 292, 51, 56]",0.13,0.0,0.05,0.43,0.1,0.15,0.14,,,,,,,,
17,"[536, 175, 255, 322]",0.05,0.0,0.02,0.0,0.88,0.0,0.04,,,,,,,,
18,"[516, 186, 240, 298]",0.39,0.0,0.17,0.01,0.09,0.02,0.32,,,,,,,,
19,"[504, 187, 246, 309]",0.16,0.0,0.07,0.0,0.15,0.0,0.62,,,,,,,,
20,"[535, 174, 262, 324]",0.04,0.0,0.03,0.0,0.04,0.01,0.88,,,,,,,,
21,"[548, 196, 235, 291]",0.36,0.0,0.24,0.0,0.07,0.04,0.29,,,,,,,,
22,"[600, 620, 82, 100]",0.0,0.0,0.02,0.0,0.7,0.0,0.28,,,,,,,,
23,"[511, 173, 259, 322]",0.26,0.0,0.23,0.0,0.17,0.02,0.31,,,,,,,,
24,"[517, 194, 241, 301]",0.13,0.01,0.12,0.0,0.53,0.0,0.21,,,,,,,,
25,"[521, 187, 244, 302]",0.12,0.0,0.21,0.0,0.44,0.01,0.22,,,,,,,,
26,"[618, 632, 50, 60]",0.01,0.0,0.03,0.02,0.23,0.03,0.68,,,,,,,,
27,"[530, 188, 256, 319]",0.29,0.0,0.12,0.24,0.05,0.04,0.27,"[617, 632, 55, 63]",0.0,0.0,0.02,0.0,0.69,0.01,0.27
28,"[529, 186, 244, 302]",0.07,0.0,0.06,0.0,0.1,0.01,0.76,,,,,,,,
29,"[527, 179, 243, 294]",0.34,0.0,0.12,0.03,0.31,0.0,0.19,,,,,,,,
30,"[527, 170, 244, 304]",0.02,0.0,0.0,0.88,0.04,0.01,0.05,,,,,,,,
31,"[537, 189, 245, 305]",0.11,0.0,0.03,0.0,0.19,0.0,0.66,,,,,,,,
32,"[528, 192, 247, 303]",0.09,0.0,0.07,0.0,0.1,0.0,0.74,,,,,,,,
33,"[528, 194, 259, 328]",0.29,0.0,0.2,0.09,0.24,0.06,0.11,,,,,,,,
34,"[528, 183, 247, 307]",0.1,0.0,0.02,0.0,0.24,0.0,0.64,,,,,,,,
35,"[539, 198, 256, 318]",0.06,0.01,0.05,0.02,0.67,0.0,0.19,,,,,,,,
36,"[527, 186, 258, 323]",0.21,0.0,0.08,0.0,0.46,0.0,0.23,,,,,,,,
37,"[509, 184, 248, 314]",0.04,0.0,0.22,0.05,0.61,0.06,0.03,,,,,,,,
38,"[533, 197, 253, 313]",0.03,0.0,0.03,0.0,0.09,0.0,0.85,,,,,,,,
39,"[534, 186, 244, 305]",0.05,0.0,0.04,0.0,0.19,0.0,0.73,,,,,,,,
40,"[525, 190, 252, 315]",0.05,0.0,0.06,0.0,0.16,0.0,0.73,,,,,,,,
41,"[519, 184, 241, 301]",0.17,0.0,0.13,0.0,0.21,0.0,0.48,"[618, 634, 48, 56]",0.0,0.0,0.01,0.0,0.33,0.11,0.55
42,"[525, 176, 245, 311]",0.16,0.0,0.15,0.02,0.27,0.06,0.34,,,,,,,,
43,"[538, 199, 245, 316]",0.1,0.0,0.05,0.0,0.37,0.0,0.48,,,,,,,,
44,"[523, 189, 253, 320]",0.2,0.0,0.46,0.0,0.15,0.18,0.01,,,,,,,,
45,"[551, 199, 232, 293]",0.19,0.0,0.08,0.0,0.31,0.0,0.42,,,,,,,,
46,"[502, 189, 258, 321]",0.07,0.0,0.08,0.0,0.2,0.01,0.64,,,,,,,,
47,"[545, 199, 240, 292]",0.9,0.01,0.03,0.0,0.05,0.0,0.01,,,,,,,,
48,"[515, 198, 255, 323]",0.28,0.0,0.15,0.01,0.22,0.01,0.34,,,,,,,,
49,"[548, 195, 246, 304]",0.13,0.0,0.02,0.0,0.07,0.0,0.77,,,,,,,,
50,"[527, 183, 257, 317]",0.15,0.0,0.05,0.02,0.18,0.04,0.56,,,,,,,,
51,"[503, 193, 234, 289]",0.18,0.0,0.15,0.0,0.08,0.01,0.58,,,,,,,,
52,"[515, 200, 233, 288]",0.29,0.01,0.03,0.0,0.15,0.0,0.51,,,,,,,,
53,"[518, 178, 251, 319]",0.12,0.0,0.06,0.11,0.66,0.0,0.04,,,,,,,,
54,"[541, 203, 259, 333]",0.47,0.0,0.14,0.03,0.14,0.02,0.19,,,,,,,,
55,"[532, 189, 255, 320]",0.05,0.0,0.01,0.01,0.05,0.0,0.88,,,,,,,,
56,"[536, 188, 249, 312]",0.04,0.0,0.01,0.0,0.05,0.0,0.91,,,,,,,,
57,"[517, 193, 259, 338]",0.25,0.0,0.28,0.01,0.13,0.23,0.1,,,,,,,,
58,"[561, 179, 250, 309]",0.05,0.0,0.01,0.0,0.11,0.0,0.83,,,,,,,,
59,"[523, 187, 252, 311]",0.03,0.0,0.04,0.0,0.09,0.0,0.84,,,,,,,,
60,"[543, 205, 230, 293]",0.3,0.0,0.05,0.01,0.14,0.0,0.5,,,,,,,,
61,"[534, 188, 242, 302]",0.34,0.0,0.1,0.0,0.12,0.04,0.4,,,,,,,,
62,"[511, 191, 248, 313]",0.07,0.0,0.02,0.0,0.07,0.0,0.84,,,,,,,,
63,"[549, 206, 245, 303]",0.11,0.0,0.06,0.03,0.7,0.0,0.1,,,,,,,,
64,"[517, 201, 236, 294]",0.25,0.0,0.07,0.0,0.08,0.01,0.6,,,,,,,,
65,"[510, 191, 244, 310]",0.09,0.0,0.08,0.0,0.13,0.15,0.55,,,,,,,,
66,"[503, 210, 242, 303]",0.15,0.0,0.07,0.0,0.16,0.0,0.63,,,,,,,,
67,"[506, 186, 254, 319]",0.05,0.0,0.04,0.0,0.13,0.0,0.77,,,,,,,,
68,"[734, 292, 51, 56]",0.28,0.0,0.07,0.28,0.23,0.06,0.08,,,,,,,,
69,"[539, 201, 242, 304]",0.22,0.0,0.35,0.01,0.37,0.03,0.02,,,,,,,,
70,"[580, 565, 93, 129]",0.01,0.0,0.39,0.0,0.33,0.0,0.27,,,,,,,,
71,"[532, 198, 257, 315]",0.09,0.0,0.1,0.0,0.15,0.0,0.66,,,,,,,,
72,"[526, 189, 244, 312]",0.17,0.0,0.07,0.0,0.67,0.0,0.07,,,,,,,,
73,"[528, 211, 248, 316]",0.52,0.03,0.07,0.0,0.21,0.08,0.09,,,,,,,,
74,"[513, 189, 242, 299]",0.27,0.01,0.13,0.0,0.35,0.0,0.23,,,,,,,,
75,"[554, 204, 244, 301]",0.32,0.01,0.09,0.01,0.53,0.0,0.05,,,,,,,,
76,"[566, 192, 260, 324]",0.04,0.0,0.02,0.0,0.03,0.0,0.91,,,,,,,,
77,"[529, 192, 258, 329]",0.26,0.0,0.14,0.0,0.46,0.0,0.13,,,,,,,,
78,"[569, 187, 250, 313]",0.16,0.0,0.11,0.0,0.17,0.01,0.55,,,,,,,,
79,"[535, 184, 244, 292]",0.26,0.0,0.08,0.14,0.14,0.01,0.38,,,,,,,,
80,"[561, 195, 256, 325]",0.11,0.0,0.21,0.0,0.18,0.03,0.46,,,,,,,,
81,"[551, 188, 258, 321]",0.1,0.0,0.03,0.0,0.06,0.0,0.81,,,,,,,,
82,"[505, 188, 248, 312]",0.47,0.01,0.06,0.0,0.24,0.0,0.22,,,,,,,,
83,"[553, 184, 243, 301]",0.16,0.0,0.05,0.68,0.06,0.0,0.04,,,,,,,,
84,"[542, 188, 245, 311]",0.21,0.0,0.06,0.0,0.18,0.02,0.53,,,,,,,,
85,"[552, 191, 233, 286]",0.21,0.0,0.15,0.0,0.23,0.0,0.41,,,,,,,,
86,"[539, 203, 252, 312]",0.08,0.0,0.05,0.0,0.06,0.0,0.8,,,,,,,,
87,"[550, 197, 250, 313]",0.45,0.04,0.06,0.0,0.35,0.0,0.11,,,,,,,,
88,"[528, 185, 252, 314]",0.16,0.0,0.1,0.0,0.14,0.03,0.56,,,,,,,,
89,"[565, 200, 256, 321]",0.08,0.0,0.03,0.0,0.11,0.0,0.77,,,,,,,,
90,"[537, 195, 242, 308]",0.26,0.01,0.17,0.0,0.32,0.01,0.24,,,,,,,,
91,"[542, 191, 253, 315]",0.08,0.0,0.06,0.0,0.13,0.0,0.73,,,,,,,,
92,"[527, 182, 260, 330]",0.36,0.0,0.21,0.13,0.25,0.03,0.02,,,,,,,,
93,"[554, 191, 250, 308]",0.17,0.0,0.06,0.01,0.06,0.01,0.7,,,,,,,,
94,"[542, 191, 264, 333]",0.11,0.0,0.06,0.01,0.06,0.0,0.76,,,,,,,,
95,"[543, 217, 232, 289]",0.26,0.0,0.08,0.0,0.05,0.01,0.6,,,,,,,,
96,"[530, 192, 261, 333]",0.67,0.0,0.07,0.05,0.14,0.0,0.06,,,,,,,,
