,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,box3,angry3,disgust3,fear3,happy3,sad3,surprise3,neutral3,box4,angry4,disgust4,fear4,happy4,sad4,surprise4,neutral4,box5,angry5,disgust5,fear5,happy5,sad5,surprise5,neutral5,box6,angry6,disgust6,fear6,happy6,sad6,surprise6,neutral6,box7,angry7,disgust7,fear7,happy7,sad7,surprise7,neutral7,box8,angry8,disgust8,fear8,happy8,sad8,surprise8,neutral8,box9,angry9,disgust9,fear9,happy9,sad9,surprise9,neutral9,box10,angry10,disgust10,fear10,happy10,sad10,surprise10,neutral10,box11,angry11,disgust11,fear11,happy11,sad11,surprise11,neutral11,box12,angry12,disgust12,fear12,happy12,sad12,surprise12,neutral12,box13,angry13,disgust13,fear13,happy13,sad13,surprise13,neutral13,box14,angry14,disgust14,fear14,happy14,sad14,surprise14,neutral14
63,"[677, 383, 29, 38]",0.26,0.0,0.27,0.08,0.2,0.07,0.13,"[909, 394, 29, 36]",0.26,0.0,0.35,0.03,0.33,0.01,0.02,"[808, 17, 63, 78]",0.24,0.0,0.22,0.41,0.06,0.01,0.06,"[277, 23, 59, 75]",0.01,0.0,0.03,0.08,0.06,0.01,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,"[677, 381, 28, 39]",0.31,0.0,0.36,0.01,0.21,0.04,0.07,"[807, 16, 63, 79]",0.2,0.02,0.2,0.38,0.1,0.02,0.08,"[276, 23, 61, 76]",0.02,0.0,0.05,0.12,0.06,0.02,0.74,"[1024, 393, 32, 40]",0.22,0.01,0.21,0.04,0.34,0.05,0.13,"[906, 391, 31, 41]",0.12,0.0,0.26,0.22,0.35,0.01,0.03,"[426, 314, 31, 39]",0.29,0.0,0.57,0.06,0.04,0.02,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,"[908, 394, 30, 38]",0.15,0.0,0.4,0.12,0.29,0.01,0.03,"[277, 23, 60, 76]",0.02,0.0,0.05,0.12,0.06,0.02,0.73,"[687, 372, 30, 40]",0.42,0.0,0.34,0.02,0.05,0.06,0.11,"[807, 16, 63, 79]",0.19,0.02,0.18,0.41,0.1,0.02,0.08,"[416, 316, 32, 41]",0.4,0.0,0.16,0.1,0.2,0.01,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,"[909, 396, 28, 35]",0.29,0.0,0.57,0.02,0.11,0.01,0.01,"[420, 312, 33, 40]",0.37,0.0,0.22,0.05,0.28,0.01,0.07,"[277, 23, 59, 74]",0.01,0.0,0.02,0.19,0.07,0.01,0.7,"[676, 378, 30, 41]",0.21,0.0,0.32,0.01,0.27,0.04,0.15,"[806, 12, 63, 83]",0.14,0.02,0.09,0.46,0.16,0.01,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,"[905, 395, 28, 37]",0.26,0.0,0.27,0.05,0.39,0.0,0.02,"[430, 310, 30, 38]",0.47,0.0,0.18,0.12,0.11,0.02,0.11,"[278, 23, 58, 73]",0.01,0.0,0.03,0.13,0.09,0.02,0.73,"[676, 379, 29, 41]",0.32,0.0,0.31,0.02,0.21,0.04,0.1,"[806, 12, 62, 83]",0.12,0.02,0.07,0.53,0.13,0.01,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,"[276, 23, 60, 74]",0.01,0.0,0.03,0.06,0.09,0.01,0.79,"[905, 393, 29, 40]",0.37,0.0,0.09,0.11,0.4,0.01,0.02,"[442, 311, 32, 38]",0.72,0.0,0.07,0.06,0.08,0.0,0.06,"[806, 12, 62, 83]",0.23,0.01,0.11,0.33,0.16,0.01,0.15,"[676, 378, 30, 41]",0.29,0.0,0.28,0.03,0.23,0.03,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,"[276, 23, 60, 75]",0.01,0.0,0.03,0.08,0.07,0.01,0.79,"[436, 316, 33, 41]",0.32,0.0,0.03,0.59,0.02,0.0,0.04,"[675, 378, 31, 42]",0.25,0.0,0.24,0.02,0.16,0.05,0.28,"[907, 390, 30, 41]",0.34,0.0,0.31,0.09,0.2,0.02,0.05,"[806, 11, 63, 84]",0.17,0.01,0.12,0.32,0.2,0.01,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,"[908, 388, 30, 40]",0.22,0.0,0.3,0.26,0.15,0.01,0.07,"[275, 22, 61, 76]",0.02,0.0,0.06,0.13,0.06,0.02,0.72,"[466, 312, 31, 39]",0.69,0.0,0.05,0.1,0.05,0.0,0.12,"[806, 11, 63, 84]",0.19,0.01,0.12,0.3,0.2,0.01,0.17,"[676, 379, 30, 40]",0.32,0.0,0.26,0.02,0.14,0.06,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,"[277, 23, 60, 74]",0.01,0.0,0.03,0.08,0.09,0.01,0.78,"[471, 316, 34, 41]",0.29,0.0,0.26,0.07,0.28,0.05,0.04,"[908, 393, 27, 38]",0.42,0.0,0.16,0.19,0.19,0.01,0.02,"[677, 378, 28, 42]",0.27,0.0,0.19,0.03,0.15,0.08,0.29,"[806, 11, 63, 84]",0.19,0.01,0.13,0.31,0.19,0.01,0.17,"[10, 344, 32, 40]",0.01,0.0,0.05,0.15,0.58,0.0,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,"[519, 133, 92, 118]",0.13,0.0,0.33,0.05,0.09,0.02,0.38,"[298, 425, 32, 39]",0.33,0.0,0.15,0.17,0.25,0.01,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,"[596, 122, 96, 121]",0.35,0.0,0.03,0.49,0.02,0.0,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,"[589, 118, 95, 122]",0.16,0.0,0.07,0.34,0.05,0.02,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,"[571, 117, 95, 124]",0.12,0.0,0.03,0.0,0.09,0.01,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,"[606, 138, 94, 123]",0.52,0.0,0.05,0.03,0.03,0.0,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,"[582, 115, 92, 119]",0.25,0.0,0.07,0.04,0.17,0.01,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,"[577, 139, 94, 117]",0.15,0.0,0.06,0.13,0.23,0.0,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,"[554, 123, 90, 116]",0.14,0.01,0.2,0.03,0.16,0.01,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,"[538, 109, 93, 119]",0.02,0.0,0.21,0.0,0.09,0.0,0.68,"[729, 622, 61, 79]",0.1,0.0,0.22,0.15,0.47,0.01,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,"[548, 111, 95, 125]",0.28,0.0,0.25,0.02,0.06,0.01,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,"[597, 113, 94, 120]",0.66,0.0,0.15,0.0,0.03,0.01,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,"[1140, 297, 90, 121]",0.04,0.0,0.01,0.08,0.01,0.0,0.87,"[542, 96, 110, 135]",0.57,0.0,0.11,0.0,0.15,0.04,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,"[1169, 295, 92, 122]",0.06,0.0,0.02,0.01,0.03,0.0,0.88,"[542, 116, 104, 129]",0.52,0.0,0.28,0.0,0.06,0.04,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,"[1176, 308, 94, 119]",0.2,0.0,0.16,0.01,0.34,0.0,0.29,"[463, 114, 95, 122]",0.04,0.0,0.06,0.09,0.09,0.0,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,"[519, 132, 100, 126]",0.16,0.0,0.14,0.09,0.34,0.0,0.27,"[348, 313, 60, 78]",0.23,0.0,0.38,0.13,0.17,0.02,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,"[512, 117, 91, 117]",0.43,0.03,0.08,0.15,0.16,0.0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,"[584, 113, 92, 119]",0.47,0.0,0.16,0.0,0.11,0.07,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,"[623, 91, 99, 124]",0.34,0.02,0.17,0.0,0.22,0.0,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,"[592, 89, 96, 127]",0.3,0.0,0.14,0.01,0.06,0.02,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,"[593, 92, 101, 124]",0.81,0.0,0.08,0.0,0.06,0.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,"[603, 84, 97, 123]",0.38,0.0,0.11,0.0,0.1,0.01,0.41,"[1192, 269, 86, 133]",0.1,0.0,0.06,0.23,0.05,0.13,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,"[551, 105, 88, 123]",0.64,0.0,0.14,0.06,0.03,0.08,0.05,"[1204, 290, 81, 121]",0.15,0.0,0.12,0.2,0.1,0.09,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,"[539, 99, 91, 120]",0.68,0.0,0.09,0.08,0.03,0.02,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,"[578, 96, 92, 120]",0.4,0.0,0.08,0.01,0.07,0.0,0.44,"[1205, 310, 81, 107]",0.03,0.0,0.07,0.28,0.09,0.02,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,"[606, 97, 94, 119]",0.13,0.0,0.07,0.0,0.02,0.02,0.76,"[1203, 292, 82, 128]",0.14,0.0,0.06,0.29,0.05,0.09,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,"[1183, 300, 90, 130]",0.38,0.0,0.11,0.11,0.08,0.1,0.21,"[606, 92, 116, 141]",0.76,0.0,0.05,0.0,0.09,0.02,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,"[1187, 300, 87, 123]",0.1,0.0,0.05,0.13,0.07,0.03,0.62,"[607, 116, 90, 120]",0.04,0.0,0.27,0.01,0.18,0.03,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,"[1187, 302, 85, 119]",0.1,0.0,0.05,0.08,0.04,0.04,0.69,"[565, 100, 92, 115]",0.43,0.0,0.23,0.01,0.11,0.01,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,"[1187, 305, 87, 120]",0.18,0.0,0.06,0.2,0.06,0.05,0.45,"[562, 102, 94, 115]",0.31,0.0,0.15,0.03,0.07,0.02,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,"[1188, 306, 87, 119]",0.26,0.0,0.06,0.19,0.05,0.03,0.4,"[529, 100, 96, 123]",0.17,0.0,0.11,0.0,0.31,0.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,"[1187, 302, 87, 120]",0.11,0.0,0.04,0.12,0.07,0.02,0.65,"[516, 107, 92, 122]",0.91,0.0,0.02,0.01,0.01,0.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,"[530, 110, 97, 121]",0.21,0.0,0.05,0.03,0.06,0.0,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,"[593, 103, 95, 122]",0.15,0.0,0.14,0.03,0.03,0.11,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,"[1204, 314, 80, 115]",0.21,0.0,0.1,0.09,0.07,0.06,0.46,"[568, 101, 90, 114]",0.04,0.0,0.23,0.0,0.07,0.01,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,"[532, 110, 92, 118]",0.56,0.0,0.08,0.01,0.07,0.0,0.28,"[1202, 308, 83, 119]",0.11,0.0,0.1,0.13,0.11,0.05,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,"[530, 116, 91, 120]",0.73,0.0,0.09,0.05,0.03,0.01,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,"[543, 110, 90, 116]",0.41,0.0,0.03,0.01,0.06,0.0,0.49,"[1204, 307, 82, 126]",0.13,0.0,0.06,0.44,0.04,0.02,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,"[544, 108, 94, 117]",0.38,0.0,0.09,0.0,0.05,0.01,0.46,"[1203, 307, 83, 127]",0.11,0.0,0.06,0.41,0.03,0.07,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,"[647, 113, 96, 126]",0.4,0.0,0.31,0.0,0.06,0.01,0.22,"[1200, 304, 83, 123]",0.09,0.0,0.06,0.08,0.02,0.36,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,"[604, 107, 94, 119]",0.23,0.0,0.14,0.01,0.3,0.0,0.32,"[1197, 301, 82, 129]",0.1,0.0,0.07,0.28,0.04,0.06,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,"[547, 127, 92, 117]",0.67,0.05,0.11,0.0,0.11,0.0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,"[562, 97, 95, 121]",0.12,0.0,0.09,0.0,0.04,0.0,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,"[607, 112, 89, 116]",0.04,0.0,0.13,0.02,0.03,0.11,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,"[651, 109, 98, 122]",0.04,0.0,0.77,0.01,0.07,0.01,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,"[665, 103, 95, 122]",0.12,0.0,0.03,0.0,0.14,0.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,"[654, 90, 94, 118]",0.18,0.0,0.16,0.0,0.26,0.0,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,"[670, 101, 93, 118]",0.17,0.0,0.31,0.0,0.17,0.01,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,"[701, 110, 92, 118]",0.31,0.0,0.24,0.0,0.07,0.02,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,"[647, 108, 93, 123]",0.26,0.0,0.13,0.04,0.16,0.01,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,"[616, 97, 96, 121]",0.02,0.0,0.18,0.0,0.06,0.0,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,"[606, 109, 95, 122]",0.66,0.01,0.23,0.0,0.06,0.01,0.03,"[405, 303, 57, 73]",0.31,0.0,0.29,0.15,0.1,0.01,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,"[643, 103, 93, 122]",0.52,0.0,0.13,0.01,0.07,0.01,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,"[638, 108, 97, 121]",0.05,0.0,0.35,0.03,0.08,0.1,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,"[643, 98, 92, 117]",0.12,0.0,0.23,0.02,0.2,0.01,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,"[668, 97, 94, 118]",0.34,0.0,0.14,0.01,0.14,0.01,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,"[664, 118, 79, 110]",0.69,0.0,0.16,0.0,0.11,0.01,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,"[652, 113, 92, 118]",0.11,0.0,0.2,0.0,0.38,0.0,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,"[577, 111, 94, 124]",0.86,0.0,0.09,0.01,0.02,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,"[564, 112, 90, 117]",0.37,0.0,0.4,0.03,0.07,0.01,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,"[662, 100, 97, 126]",0.4,0.0,0.08,0.08,0.13,0.03,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,"[672, 122, 94, 120]",0.22,0.0,0.07,0.0,0.39,0.0,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,"[627, 108, 95, 121]",0.04,0.0,0.32,0.03,0.26,0.01,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,"[597, 106, 90, 118]",0.34,0.0,0.34,0.01,0.11,0.01,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,"[642, 117, 96, 120]",0.09,0.0,0.43,0.01,0.12,0.03,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
