,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,box3,angry3,disgust3,fear3,happy3,sad3,surprise3,neutral3,box4,angry4,disgust4,fear4,happy4,sad4,surprise4,neutral4,box5,angry5,disgust5,fear5,happy5,sad5,surprise5,neutral5,box6,angry6,disgust6,fear6,happy6,sad6,surprise6,neutral6,box7,angry7,disgust7,fear7,happy7,sad7,surprise7,neutral7,box8,angry8,disgust8,fear8,happy8,sad8,surprise8,neutral8,box9,angry9,disgust9,fear9,happy9,sad9,surprise9,neutral9,box10,angry10,disgust10,fear10,happy10,sad10,surprise10,neutral10,box11,angry11,disgust11,fear11,happy11,sad11,surprise11,neutral11,box12,angry12,disgust12,fear12,happy12,sad12,surprise12,neutral12,box13,angry13,disgust13,fear13,happy13,sad13,surprise13,neutral13,box14,angry14,disgust14,fear14,happy14,sad14,surprise14,neutral14
0,"[497, 105, 114, 152]",0.71,0.0,0.09,0.01,0.06,0.0,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"[553, 98, 122, 162]",0.6,0.0,0.07,0.04,0.02,0.02,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"[665, 99, 109, 136]",0.28,0.0,0.19,0.01,0.12,0.01,0.39,"[949, 337, 64, 81]",0.37,0.0,0.39,0.09,0.08,0.01,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,"[664, 118, 100, 127]",0.48,0.0,0.07,0.02,0.12,0.01,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,"[659, 127, 93, 119]",0.35,0.0,0.5,0.01,0.04,0.04,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,"[495, 125, 97, 127]",0.74,0.0,0.05,0.02,0.05,0.0,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,"[478, 145, 99, 126]",0.69,0.0,0.05,0.05,0.06,0.01,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,"[510, 135, 95, 120]",0.61,0.0,0.17,0.04,0.07,0.01,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,"[603, 130, 96, 121]",0.2,0.0,0.22,0.0,0.3,0.02,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,"[673, 126, 94, 118]",0.36,0.0,0.2,0.02,0.21,0.0,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,"[642, 132, 95, 125]",0.67,0.0,0.04,0.18,0.01,0.02,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,"[615, 131, 88, 122]",0.54,0.0,0.18,0.01,0.03,0.0,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,"[556, 137, 93, 119]",0.77,0.01,0.05,0.01,0.04,0.04,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,"[645, 132, 90, 121]",0.25,0.0,0.06,0.02,0.04,0.0,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,"[751, 122, 92, 120]",0.13,0.0,0.23,0.04,0.07,0.08,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,"[695, 147, 93, 118]",0.27,0.01,0.03,0.48,0.05,0.0,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,"[694, 141, 94, 119]",0.4,0.0,0.04,0.39,0.05,0.01,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,"[715, 134, 95, 126]",0.86,0.0,0.01,0.01,0.02,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,"[731, 124, 96, 119]",0.09,0.0,0.15,0.01,0.08,0.05,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,"[713, 124, 96, 120]",0.19,0.0,0.16,0.01,0.18,0.09,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,"[684, 142, 97, 121]",0.48,0.0,0.04,0.39,0.01,0.01,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,"[675, 134, 97, 123]",0.39,0.0,0.07,0.44,0.02,0.01,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,"[514, 131, 96, 121]",0.25,0.0,0.23,0.02,0.03,0.01,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,"[551, 125, 98, 129]",0.81,0.0,0.04,0.01,0.02,0.0,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,"[573, 127, 95, 120]",0.59,0.0,0.03,0.01,0.05,0.01,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,"[743, 120, 93, 120]",0.3,0.0,0.38,0.01,0.07,0.03,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,"[752, 130, 93, 120]",0.33,0.0,0.06,0.0,0.04,0.05,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,"[752, 128, 97, 126]",0.25,0.0,0.08,0.04,0.11,0.0,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,"[715, 137, 91, 118]",0.62,0.01,0.09,0.06,0.14,0.0,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,"[706, 143, 94, 125]",0.76,0.0,0.07,0.08,0.02,0.05,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,"[707, 145, 100, 128]",0.43,0.0,0.1,0.35,0.03,0.02,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,"[726, 130, 94, 120]",0.27,0.0,0.1,0.01,0.1,0.01,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,"[749, 126, 89, 111]",0.42,0.0,0.13,0.0,0.06,0.01,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,"[702, 126, 94, 120]",0.29,0.0,0.12,0.07,0.23,0.01,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,"[695, 127, 96, 118]",0.84,0.0,0.04,0.03,0.02,0.0,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,"[694, 145, 90, 114]",0.44,0.0,0.05,0.04,0.03,0.01,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,"[879, 135, 96, 125]",0.17,0.0,0.04,0.01,0.05,0.0,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,"[1006, 119, 96, 120]",0.38,0.0,0.07,0.0,0.08,0.0,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,"[277, 22, 59, 74]",0.01,0.0,0.03,0.16,0.07,0.01,0.71,"[805, 13, 64, 84]",0.28,0.08,0.09,0.36,0.11,0.01,0.08,"[910, 391, 29, 36]",0.52,0.0,0.08,0.2,0.14,0.01,0.05,"[1030, 400, 33, 39]",0.4,0.0,0.21,0.07,0.21,0.03,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,"[276, 22, 60, 74]",0.02,0.0,0.02,0.27,0.09,0.01,0.6,"[407, 313, 31, 40]",0.58,0.0,0.15,0.13,0.07,0.02,0.06,"[912, 392, 28, 37]",0.14,0.0,0.57,0.05,0.16,0.01,0.07,"[806, 14, 62, 80]",0.27,0.01,0.13,0.31,0.13,0.01,0.15,"[695, 378, 31, 40]",0.28,0.0,0.34,0.04,0.07,0.06,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,"[409, 313, 30, 37]",0.43,0.0,0.05,0.44,0.04,0.02,0.02,"[274, 22, 62, 76]",0.02,0.0,0.14,0.08,0.26,0.0,0.5,"[908, 392, 29, 41]",0.57,0.0,0.08,0.25,0.08,0.0,0.02,"[693, 378, 32, 41]",0.35,0.0,0.2,0.07,0.06,0.03,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,"[277, 22, 59, 74]",0.01,0.0,0.08,0.27,0.12,0.01,0.52,"[908, 394, 29, 38]",0.27,0.0,0.2,0.29,0.2,0.0,0.03,"[808, 17, 63, 78]",0.15,0.01,0.19,0.52,0.07,0.0,0.06,"[690, 379, 29, 39]",0.61,0.0,0.13,0.04,0.07,0.04,0.11,"[427, 314, 31, 40]",0.3,0.0,0.04,0.58,0.03,0.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,"[276, 22, 60, 75]",0.01,0.0,0.07,0.25,0.13,0.01,0.53,"[908, 393, 30, 39]",0.34,0.0,0.21,0.23,0.19,0.01,0.02,"[807, 16, 63, 78]",0.19,0.03,0.19,0.41,0.11,0.01,0.06,"[682, 376, 29, 39]",0.46,0.0,0.25,0.01,0.08,0.05,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,"[677, 375, 29, 41]",0.26,0.0,0.36,0.02,0.23,0.04,0.09,"[807, 15, 65, 80]",0.13,0.01,0.17,0.5,0.1,0.01,0.07,"[276, 23, 59, 73]",0.01,0.0,0.03,0.29,0.11,0.01,0.55,"[909, 392, 29, 39]",0.23,0.0,0.36,0.21,0.14,0.01,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,"[808, 15, 63, 80]",0.15,0.01,0.15,0.49,0.11,0.01,0.09,"[677, 376, 30, 41]",0.21,0.0,0.35,0.07,0.07,0.1,0.19,"[418, 314, 34, 39]",0.66,0.0,0.06,0.15,0.06,0.01,0.06,"[276, 23, 60, 73]",0.01,0.0,0.06,0.14,0.18,0.01,0.6,"[908, 391, 30, 41]",0.17,0.0,0.26,0.4,0.12,0.01,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,"[909, 392, 29, 38]",0.34,0.0,0.23,0.13,0.24,0.01,0.04,"[276, 23, 61, 75]",0.02,0.0,0.07,0.05,0.12,0.02,0.72,"[677, 376, 28, 41]",0.23,0.0,0.3,0.03,0.28,0.05,0.12,"[806, 11, 64, 85]",0.09,0.01,0.05,0.56,0.12,0.01,0.16,"[425, 312, 32, 40]",0.23,0.0,0.42,0.04,0.26,0.01,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,"[907, 393, 30, 39]",0.52,0.0,0.19,0.14,0.13,0.01,0.02,"[807, 15, 66, 81]",0.09,0.0,0.13,0.5,0.15,0.01,0.12,"[412, 312, 33, 40]",0.28,0.0,0.29,0.09,0.27,0.01,0.06,"[276, 22, 60, 75]",0.01,0.0,0.05,0.09,0.09,0.03,0.73,"[676, 376, 30, 42]",0.28,0.0,0.35,0.04,0.16,0.08,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,"[278, 24, 58, 72]",0.02,0.0,0.04,0.09,0.12,0.03,0.71,"[805, 11, 64, 85]",0.12,0.01,0.09,0.6,0.09,0.01,0.08,"[679, 377, 28, 41]",0.32,0.0,0.24,0.03,0.15,0.09,0.18,"[1146, 521, 46, 62]",0.45,0.0,0.12,0.1,0.12,0.09,0.13,"[907, 392, 30, 40]",0.15,0.0,0.38,0.14,0.29,0.01,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,"[908, 393, 30, 39]",0.24,0.0,0.29,0.26,0.18,0.01,0.02,"[278, 23, 58, 73]",0.01,0.0,0.04,0.13,0.09,0.01,0.72,"[679, 377, 27, 40]",0.28,0.0,0.23,0.04,0.17,0.09,0.19,"[805, 11, 64, 85]",0.13,0.01,0.09,0.59,0.09,0.01,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,"[679, 377, 29, 41]",0.09,0.0,0.11,0.13,0.18,0.02,0.46,"[276, 21, 61, 77]",0.01,0.0,0.02,0.18,0.05,0.01,0.72,"[908, 393, 28, 38]",0.2,0.0,0.32,0.11,0.31,0.01,0.05,"[806, 12, 63, 85]",0.14,0.01,0.13,0.4,0.17,0.01,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,"[679, 378, 28, 40]",0.16,0.0,0.14,0.13,0.22,0.05,0.31,"[275, 21, 62, 77]",0.01,0.0,0.02,0.16,0.05,0.01,0.74,"[906, 392, 30, 41]",0.42,0.0,0.16,0.09,0.28,0.01,0.04,"[806, 11, 64, 86]",0.07,0.01,0.07,0.62,0.1,0.02,0.11,"[429, 307, 35, 44]",0.67,0.0,0.1,0.0,0.17,0.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,"[278, 23, 58, 73]",0.01,0.0,0.04,0.09,0.12,0.01,0.73,"[678, 378, 29, 40]",0.17,0.0,0.25,0.03,0.24,0.1,0.22,"[443, 312, 30, 36]",0.44,0.0,0.2,0.13,0.19,0.0,0.04,"[806, 12, 63, 84]",0.11,0.02,0.17,0.37,0.15,0.02,0.15,"[906, 393, 28, 39]",0.23,0.0,0.3,0.16,0.25,0.01,0.04,"[1013, 399, 31, 40]",0.27,0.0,0.17,0.38,0.09,0.06,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,"[276, 22, 61, 75]",0.01,0.0,0.06,0.09,0.12,0.03,0.69,"[679, 377, 28, 40]",0.27,0.0,0.25,0.03,0.23,0.08,0.14,"[910, 396, 27, 33]",0.42,0.0,0.32,0.08,0.15,0.0,0.03,"[425, 314, 33, 40]",0.23,0.0,0.21,0.14,0.34,0.03,0.05,"[806, 11, 63, 85]",0.19,0.03,0.1,0.4,0.15,0.01,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,"[907, 391, 30, 38]",0.19,0.0,0.34,0.18,0.22,0.01,0.05,"[438, 312, 31, 38]",0.41,0.0,0.13,0.02,0.37,0.01,0.06,"[806, 15, 65, 80]",0.29,0.01,0.14,0.34,0.12,0.01,0.09,"[278, 24, 58, 72]",0.01,0.0,0.03,0.08,0.09,0.01,0.77,"[3, 345, 29, 37]",0.05,0.0,0.01,0.38,0.43,0.0,0.12,"[678, 376, 29, 42]",0.25,0.0,0.29,0.02,0.29,0.03,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,"[906, 391, 31, 39]",0.1,0.0,0.31,0.25,0.3,0.01,0.04,"[276, 24, 60, 73]",0.02,0.0,0.04,0.18,0.14,0.0,0.63,"[435, 310, 30, 39]",0.25,0.0,0.19,0.18,0.26,0.04,0.08,"[679, 378, 28, 39]",0.29,0.0,0.35,0.02,0.17,0.01,0.16,"[806, 15, 64, 80]",0.24,0.01,0.15,0.39,0.12,0.01,0.07,"[4, 345, 28, 37]",0.01,0.0,0.01,0.16,0.66,0.0,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,"[907, 390, 30, 39]",0.18,0.0,0.43,0.12,0.23,0.01,0.03,"[682, 377, 28, 39]",0.34,0.0,0.17,0.02,0.18,0.02,0.27,"[278, 21, 59, 75]",0.01,0.0,0.01,0.23,0.07,0.0,0.68,"[442, 314, 32, 40]",0.22,0.0,0.32,0.35,0.07,0.03,0.01,"[1016, 399, 32, 43]",0.32,0.0,0.19,0.19,0.11,0.08,0.11,"[3, 345, 30, 39]",0.02,0.0,0.01,0.28,0.59,0.0,0.1,"[807, 12, 63, 83]",0.25,0.03,0.09,0.41,0.12,0.01,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,"[276, 22, 60, 75]",0.01,0.0,0.03,0.09,0.09,0.01,0.77,"[806, 16, 66, 79]",0.35,0.03,0.24,0.22,0.11,0.01,0.05,"[907, 393, 28, 36]",0.23,0.0,0.22,0.37,0.12,0.02,0.06,"[681, 378, 28, 37]",0.61,0.0,0.2,0.02,0.05,0.02,0.09,"[2, 346, 28, 37]",0.01,0.0,0.03,0.19,0.66,0.0,0.11,"[457, 316, 31, 40]",0.08,0.0,0.06,0.74,0.08,0.0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,"[682, 378, 29, 39]",0.36,0.0,0.22,0.01,0.15,0.06,0.2,"[416, 313, 30, 38]",0.51,0.0,0.18,0.04,0.15,0.06,0.07,"[276, 23, 60, 74]",0.01,0.0,0.02,0.36,0.06,0.01,0.54,"[1021, 395, 29, 39]",0.48,0.0,0.34,0.02,0.11,0.02,0.03,"[905, 389, 31, 41]",0.12,0.0,0.33,0.09,0.38,0.01,0.08,"[806, 13, 63, 82]",0.2,0.01,0.1,0.41,0.15,0.01,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,"[418, 311, 33, 40]",0.46,0.0,0.11,0.01,0.29,0.01,0.11,"[906, 391, 30, 39]",0.07,0.0,0.28,0.29,0.32,0.01,0.02,"[1023, 398, 29, 37]",0.18,0.01,0.47,0.03,0.18,0.01,0.12,"[682, 376, 29, 40]",0.3,0.0,0.27,0.02,0.11,0.11,0.19,"[277, 23, 59, 74]",0.01,0.0,0.02,0.26,0.08,0.01,0.62,"[806, 13, 63, 83]",0.24,0.01,0.12,0.41,0.11,0.01,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,"[423, 311, 29, 36]",0.52,0.0,0.07,0.17,0.06,0.03,0.15,"[686, 372, 30, 40]",0.32,0.0,0.19,0.05,0.04,0.02,0.38,"[907, 390, 30, 40]",0.06,0.0,0.44,0.08,0.34,0.03,0.04,"[276, 22, 60, 76]",0.02,0.0,0.03,0.36,0.05,0.01,0.53,"[806, 12, 64, 85]",0.13,0.0,0.07,0.56,0.11,0.02,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,"[678, 373, 30, 38]",0.18,0.0,0.19,0.09,0.13,0.01,0.4,"[276, 22, 60, 75]",0.01,0.0,0.04,0.12,0.1,0.02,0.72,"[807, 16, 65, 80]",0.08,0.0,0.1,0.67,0.07,0.0,0.07,"[431, 312, 31, 39]",0.29,0.0,0.06,0.52,0.06,0.0,0.06,"[905, 392, 29, 38]",0.13,0.0,0.44,0.14,0.25,0.01,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,"[677, 376, 29, 39]",0.31,0.0,0.38,0.01,0.15,0.07,0.07,"[807, 16, 66, 81]",0.1,0.0,0.06,0.71,0.05,0.01,0.07,"[276, 23, 60, 75]",0.01,0.0,0.03,0.08,0.06,0.01,0.81,"[905, 394, 28, 36]",0.13,0.0,0.5,0.06,0.26,0.01,0.03,"[1022, 397, 29, 39]",0.52,0.0,0.24,0.09,0.11,0.01,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,"[678, 380, 28, 37]",0.23,0.0,0.46,0.01,0.22,0.04,0.04,"[808, 17, 64, 78]",0.23,0.0,0.22,0.4,0.06,0.01,0.06,"[910, 394, 27, 34]",0.49,0.0,0.26,0.03,0.19,0.0,0.02,"[277, 23, 59, 74]",0.02,0.0,0.03,0.08,0.09,0.01,0.77,"[1022, 396, 29, 39]",0.46,0.01,0.24,0.07,0.09,0.04,0.1,"[457, 313, 31, 37]",0.41,0.0,0.05,0.23,0.1,0.0,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
