,id,populism,values,populism_values,psize,psize_seat,anger,disgust,fear,happy,sad,surprise,neutral,negative,populism_2,lr_2
134,142,3.0,1.0,3.0,2.0,2.0,0.16655660377358492,0.005188679245283019,0.5051886792452831,0.04028301886792453,0.1074056603773585,0.020377358490566034,0.1539622641509434,0.7843396226415096,1,0
135,143,3.0,1.0,3.0,2.0,2.0,0.17326203208556148,0.003155080213903744,0.18390374331550802,0.09823529411764706,0.25524064171122995,0.06935828877005348,0.21524064171122995,0.6155614973262031,1,0
136,144,3.0,1.0,3.0,2.0,2.0,0.16462962962962965,0.001666666666666667,0.16625925925925927,0.13592592592592595,0.25996296296296295,0.02988888888888889,0.24062962962962964,0.5925185185185186,1,0
137,145,4.0,4.0,4.0,3.0,3.0,0.3798032786885246,0.013213114754098362,0.046032786885245904,0.11314754098360655,0.26301639344262295,0.002852459016393443,0.18052459016393443,0.7020655737704918,1,1
138,146,4.0,4.0,4.0,3.0,3.0,0.22338926174496646,0.0018791946308724834,0.09268456375838928,0.15637583892617452,0.3451677852348994,0.011174496644295302,0.16751677852348995,0.6631208053691275,1,1
139,147,4.0,4.0,4.0,3.0,3.0,0.22762711864406782,0.0036949152542372875,0.05620338983050848,0.11932203389830509,0.1931186440677966,0.0036949152542372883,0.3944406779661017,0.4806440677966102,1,1
140,148,4.0,4.0,4.0,3.0,3.0,0.2376237623762376,0.030924092409240926,0.09881188118811883,0.05336633663366337,0.3806270627062706,0.009273927392739275,0.1874917491749175,0.7479867986798681,1,1
141,149,4.0,4.0,4.0,3.0,3.0,0.49290540540540545,0.0030405405405405407,0.07520270270270273,0.08243243243243244,0.11266891891891895,0.004662162162162161,0.22675675675675677,0.6838175675675676,1,1
142,150,1.0,1.0,1.0,3.0,3.0,0.15454954954954955,0.0013963963963963964,0.08454954954954956,0.1999099099099099,0.08261261261261262,0.07518018018018018,0.4009459459459459,0.32310810810810814,0,0
143,151,1.0,1.0,1.0,3.0,3.0,0.12701657458563537,0.0,0.09596685082872929,0.18861878453038675,0.059005524861878454,0.01966850828729282,0.5090055248618784,0.2819889502762431,0,0
144,152,1.0,1.0,1.0,3.0,3.0,0.23124113475177308,0.0014539007092198583,0.10351063829787234,0.1669148936170213,0.09095744680851064,0.033546099290780146,0.37131205673758866,0.42716312056737593,0,0
145,153,1.0,1.0,1.0,3.0,3.0,0.11963503649635036,0.002262773722627737,0.18383211678832118,0.12664233576642336,0.023211678832116788,0.12985401459854018,0.41354014598540145,0.32894160583941606,0,0
146,154,1.0,1.0,1.0,3.0,3.0,0.355236051502146,0.0004291845493562232,0.0944206008583691,0.21515021459227465,0.037768240343347644,0.04939914163090128,0.2482403433476395,0.48785407725321894,0,0
147,155,4.0,1.0,3.0,3.0,3.0,0.27603571428571433,0.0016785714285714284,0.07085714285714285,0.04871428571428572,0.3216428571428572,0.013178571428571428,0.26621428571428574,0.6702142857142858,1,0
148,156,4.0,1.0,3.0,3.0,3.0,0.19155555555555556,0.0037407407407407407,0.02985185185185186,0.08025925925925927,0.35851851851851857,0.000962962962962963,0.3331851851851852,0.5836666666666668,1,0
149,157,4.0,1.0,3.0,3.0,3.0,0.25219330855018585,0.007955390334572491,0.035910780669144986,0.06646840148698886,0.4647955390334572,0.0013011152416356876,0.16959107806691448,0.7608550185873606,1,0
150,158,4.0,1.0,3.0,3.0,3.0,0.18319391634980992,0.0009125475285171103,0.049201520912547536,0.01623574144486692,0.45551330798479084,0.0012927756653992397,0.2914828897338403,0.6888212927756654,1,0
151,160,4.0,4.0,4.0,2.0,1.0,0.07055737704918034,3.278688524590164e-05,0.14321311475409837,0.11862295081967215,0.25531147540983606,0.033836065573770495,0.37888524590163936,0.4691147540983607,1,1
152,161,4.0,4.0,4.0,2.0,1.0,0.11604651162790698,0.0,0.1831893687707641,0.07079734219269104,0.22,0.06398671096345515,0.3453820598006645,0.5192358803986711,1,1
153,162,4.0,4.0,4.0,2.0,1.0,0.10143790849673204,0.0,0.32696078431372555,0.025915032679738565,0.309281045751634,0.07993464052287581,0.15607843137254904,0.7376797385620917,1,1
154,163,4.0,4.0,4.0,2.0,1.0,0.034854771784232366,0.0017842323651452285,0.32502074688796684,0.0433195020746888,0.2785477178423236,0.018879668049792533,0.29771784232365145,0.6402074688796681,1,1
155,164,4.0,4.0,4.0,2.0,1.0,0.0447682119205298,0.0012251655629139074,0.19480132450331125,0.10185430463576159,0.3905960264900662,0.020066225165562914,0.24516556291390731,0.6313907284768212,1,1
156,165,2.0,3.0,1.0,3.0,3.0,0.065,0.0,0.07211805555555556,0.06263888888888888,0.04017361111111111,0.04934027777777778,0.709861111111111,0.17729166666666668,0,1
157,166,2.0,3.0,1.0,3.0,3.0,0.16034722222222222,3.472222222222222e-05,0.07024305555555556,0.036805555555555564,0.17850694444444443,0.010381944444444445,0.5427777777777778,0.40913194444444445,0,1
158,167,2.0,3.0,1.0,3.0,3.0,0.1804391891891892,6.756756756756757e-05,0.05895270270270271,0.039222972972972975,0.2187162162162162,0.012702702702702703,0.48861486486486483,0.45817567567567563,0,1
159,168,2.0,3.0,1.0,3.0,3.0,0.1625581395348837,0.0002325581395348837,0.1644518272425249,0.03930232558139534,0.11641196013289036,0.04943521594684386,0.4670099667774087,0.44365448504983385,0,1
160,169,2.0,3.0,1.0,3.0,3.0,0.09690322580645164,0.0,0.163,0.01845161290322581,0.042516129032258064,0.14170967741935483,0.5369032258064516,0.3024193548387097,0,1
161,170,1.0,3.0,1.0,2.0,2.0,0.25859060402684564,0.002483221476510067,0.038020134228187924,0.014295302013422818,0.33,0.002013422818791946,0.3520469798657718,0.6290939597315437,0,1
162,171,1.0,3.0,1.0,2.0,2.0,0.07720430107526881,0.005627240143369176,0.02401433691756272,0.08075268817204302,0.361326164874552,0.0032258064516129032,0.44544802867383515,0.46817204301075266,0,1
163,172,1.0,3.0,1.0,2.0,2.0,0.2573927392739274,0.01042904290429043,0.030264026402640264,0.1397029702970297,0.17561056105610562,0.0033663366336633663,0.3814521452145214,0.4736963696369637,0,1
164,173,1.0,3.0,1.0,2.0,2.0,0.21520833333333333,0.022569444444444444,0.021111111111111112,0.18965277777777778,0.20038194444444446,0.0031597222222222226,0.34611111111111115,0.45927083333333335,0,1
165,174,1.0,3.0,1.0,2.0,2.0,0.17722222222222223,0.024934640522875817,0.09872549019607843,0.006764705882352941,0.4552287581699347,0.005392156862745099,0.22915032679738565,0.7561111111111112,0,1
166,175,4.0,4.0,4.0,3.0,3.0,0.14063063063063067,0.0002702702702702703,0.06824324324324325,0.01581081081081081,0.2290990990990991,0.02193693693693694,0.5222072072072073,0.43824324324324326,1,1
167,176,4.0,4.0,4.0,3.0,3.0,0.10888501742160278,0.00048780487804878054,0.10003484320557492,0.19390243902439025,0.22780487804878047,0.05160278745644599,0.31588850174216027,0.43721254355400696,1,1
168,177,4.0,4.0,4.0,3.0,3.0,0.10262798634812287,3.4129692832764505e-05,0.07580204778156997,0.07453924914675768,0.26095563139931743,0.02378839590443686,0.4613651877133106,0.43941979522184305,1,1
169,178,4.0,4.0,4.0,3.0,3.0,0.12069204152249136,0.0001730103806228374,0.10048442906574394,0.04128027681660899,0.18871972318339103,0.032076124567474044,0.5149134948096886,0.4100692041522492,1,1
170,179,4.0,4.0,4.0,3.0,3.0,0.09949090909090909,0.0006545454545454545,0.11043636363636365,0.031018181818181816,0.3901818181818182,0.011490909090909092,0.35450909090909094,0.6007636363636364,1,1
171,180,2.0,4.0,2.0,3.0,3.0,0.21168918918918916,0.000472972972972973,0.052500000000000005,0.22604729729729728,0.17412162162162165,0.019966216216216217,0.3143243243243243,0.4387837837837838,0,1
172,181,2.0,4.0,2.0,3.0,3.0,0.2788,0.0010333333333333334,0.04136666666666667,0.11189999999999997,0.29263333333333336,0.027900000000000005,0.24473333333333333,0.6138333333333333,0,1
173,182,2.0,4.0,2.0,3.0,3.0,0.1541025641025641,0.0003205128205128205,0.07862179487179488,0.06391025641025641,0.08038461538461539,0.08875000000000001,0.5332371794871795,0.31342948717948715,0,1
174,183,2.0,4.0,2.0,3.0,3.0,0.17055016181229773,0.0,0.07569579288025889,0.023559870550161812,0.08148867313915857,0.11673139158576051,0.530388349514563,0.3277346278317152,0,1
175,184,2.0,4.0,2.0,3.0,3.0,0.14173010380622839,0.00010380622837370242,0.05262975778546713,0.06408304498269896,0.10761245674740486,0.027058823529411767,0.6059515570934256,0.30207612456747407,0,1
176,185,3.0,4.0,4.0,2.0,2.0,0.29163333333333336,0.02753333333333334,0.24716666666666667,0.023066666666666666,0.14429999999999998,0.03616666666666667,0.22879999999999995,0.7106333333333333,1,1
177,186,3.0,4.0,4.0,2.0,2.0,0.18647619047619046,0.0029047619047619048,0.2139047619047619,0.07304761904761907,0.14647619047619048,0.03652380952380952,0.3405238095238095,0.5497619047619047,1,1
178,187,3.0,4.0,4.0,2.0,2.0,0.2447440273037543,0.00017064846416382253,0.16112627986348124,0.013139931740614336,0.3655972696245734,0.0322184300341297,0.18092150170648466,0.7716382252559728,1,1
179,188,3.0,4.0,4.0,2.0,2.0,0.3284249084249084,0.0017948717948717949,0.20765567765567766,0.06531135531135532,0.13516483516483518,0.02399267399267399,0.23695970695970694,0.673040293040293,1,1
180,189,3.0,4.0,4.0,2.0,2.0,0.15983193277310928,0.0008823529411764706,0.13281512605042017,0.19142857142857142,0.12142857142857143,0.021848739495798318,0.3711344537815126,0.41495798319327737,1,1
181,190,3.0,4.0,4.0,3.0,3.0,0.15423076923076923,0.00031468531468531474,0.039335664335664336,0.051118881118881125,0.35583916083916084,0.009265734265734266,0.3886713286713287,0.5497202797202797,1,1
182,191,3.0,4.0,4.0,3.0,3.0,0.22895973154362417,0.0,0.061979865771812075,0.02661073825503356,0.4333557046979866,0.007516778523489934,0.24026845637583896,0.7242953020134228,1,1
183,192,3.0,4.0,4.0,3.0,3.0,0.1736929460580913,0.00012448132780082987,0.06775933609958508,0.05307053941908713,0.38257261410788385,0.007053941908713693,0.31456431535269713,0.6241493775933611,1,1
184,193,3.0,4.0,4.0,3.0,3.0,0.1236734693877551,0.0006122448979591836,0.021700680272108842,0.015884353741496597,0.2997959183673469,0.005034013605442178,0.5313265306122448,0.44578231292517,1,1
185,194,3.0,4.0,4.0,3.0,3.0,0.1862207357859532,6.688963210702341e-05,0.04294314381270903,0.022374581939799337,0.33304347826086955,0.004615384615384616,0.4085953177257525,0.5622742474916388,1,1
186,195,1.0,2.0,2.0,3.0,2.0,0.07718750000000002,0.0,0.09163194444444445,0.028715277777777777,0.161875,0.06694444444444445,0.5734722222222222,0.33069444444444446,0,0
187,196,1.0,2.0,2.0,3.0,2.0,0.05866220735785953,0.00036789297658862874,0.015183946488294317,0.023712374581939803,0.1274581939799331,0.0011705685618729098,0.7717391304347826,0.2016722408026756,0,0
188,197,1.0,2.0,2.0,3.0,2.0,0.04830935251798561,0.0,0.12870503597122301,0.020755395683453238,0.11169064748201438,0.039820143884892086,0.6502158273381294,0.288705035971223,0,0
189,198,1.0,2.0,2.0,3.0,2.0,0.13621160409556313,0.00013651877133105802,0.04361774744027304,0.027372013651877133,0.19225255972696245,0.00583617747440273,0.5931058020477816,0.3722184300341297,0,0
190,199,1.0,2.0,2.0,3.0,2.0,0.04688172043010752,0.0,0.024014336917562724,0.0339426523297491,0.08469534050179213,0.0021505376344086026,0.8065591397849461,0.15559139784946235,0,0
191,200,2.0,1.0,1.0,3.0,3.0,0.11594594594594597,3.3783783783783784e-05,0.048445945945945944,0.06239864864864864,0.08243243243243244,0.009087837837837837,0.6808108108108107,0.24685810810810815,0,0
192,201,2.0,1.0,1.0,3.0,3.0,0.06740983606557378,0.0,0.034983606557377055,0.07980327868852459,0.14127868852459016,0.012295081967213115,0.6639344262295082,0.243672131147541,0,0
193,202,2.0,1.0,1.0,3.0,3.0,0.1510958904109589,0.000410958904109589,0.054452054794520546,0.056472602739726034,0.37421232876712335,0.0261986301369863,0.3359931506849316,0.5801712328767124,0,0
194,203,2.0,1.0,1.0,3.0,3.0,0.05747508305647842,3.322259136212625e-05,0.054186046511627915,0.02488372093023256,0.13790697674418606,0.0006976744186046513,0.723156146179402,0.24960132890365452,0,0
195,204,2.0,1.0,1.0,3.0,3.0,0.04933333333333333,0.0002962962962962963,0.06451851851851852,0.014666666666666668,0.07340740740740741,0.005962962962962963,0.7899629629629631,0.18755555555555553,0,0
196,206,4.0,1.0,3.0,2.0,2.0,0.0717283950617284,0.00102880658436214,0.054238683127572025,0.01065843621399177,0.42604938271604936,0.025514403292181066,0.4090946502057613,0.553045267489712,1,0
197,207,4.0,1.0,3.0,2.0,2.0,0.2830960854092527,0.005373665480427047,0.14715302491103202,0.0708896797153025,0.27612099644128113,0.009181494661921709,0.20594306049822067,0.7117437722419928,1,0
198,208,4.0,1.0,3.0,2.0,2.0,0.03443729903536978,6.430868167202572e-05,0.06266881028938906,0.003922829581993569,0.16540192926045016,0.009710610932475884,0.722282958199357,0.26257234726688106,1,0
199,209,4.0,1.0,3.0,2.0,2.0,0.4450220264317181,0.00030837004405286344,0.2020704845814978,0.08387665198237886,0.12343612334801762,0.0239647577092511,0.12052863436123348,0.7708370044052864,1,0
200,210,3.0,1.0,3.0,3.0,3.0,0.1868259385665529,0.0005119453924914676,0.2703071672354949,0.19747440273037542,0.08416382252559729,0.07081911262798635,0.1889419795221843,0.5418088737201365,1,0
201,211,3.0,1.0,3.0,3.0,3.0,0.16976271186440678,0.0004745762711864407,0.33145762711864407,0.09552542372881356,0.09376271186440678,0.08579661016949153,0.2228813559322034,0.595457627118644,1,0
202,213,3.0,1.0,3.0,3.0,3.0,0.10543624161073827,0.0008053691275167786,0.051744966442953025,0.3846644295302013,0.1930201342281879,0.01848993288590604,0.24456375838926173,0.351006711409396,1,0
203,215,2.0,3.0,1.0,3.0,3.0,0.17110389610389612,6.493506493506494e-05,0.2927922077922078,0.0012662337662337662,0.2646428571428572,0.034123376623376625,0.2354545454545455,0.7286038961038962,0,1
204,217,2.0,3.0,1.0,3.0,3.0,0.2702325581395349,0.0009966777408637875,0.18146179401993356,0.008571428571428572,0.27481727574750836,0.02159468438538206,0.23983388704318936,0.7275083056478406,0,1
205,218,2.0,3.0,1.0,3.0,3.0,0.14542857142857143,9.523809523809524e-05,0.14323809523809525,0.0025396825396825397,0.42965079365079367,0.0035873015873015878,0.27365079365079364,0.7184126984126984,0,1
206,219,2.0,3.0,1.0,3.0,3.0,0.15652027027027027,0.000472972972972973,0.20908783783783785,0.008682432432432434,0.23750000000000004,0.019594594594594596,0.3665202702702703,0.6035810810810811,0,1
