id,populism,values,populism_values,psize,psize_seat,anger,disgust,fear,happy,sad,surprise,neutral,negative,populism_2,lr_2
140,3,1,3,2,2,0.239142857142857,0.00361904761904762,0.148057142857143,0.117028571428571,0.185885714285714,0.0768,0.228723809523809,0.576704761904762,1,0
141,3,1,3,2,2,0.148884297520661,0.00330578512396694,0.333223140495868,0.0573553719008264,0.133057851239669,0.0447107438016529,0.278140495867769,0.618471074380165,1,0
142,3,1,3,2,2,0.178777173913043,0.010570652173913,0.487364130434783,0.0372554347826087,0.116440217391304,0.0224728260869565,0.146195652173913,0.793152173913044,1,0
143,3,1,3,2,2,0.163275109170306,0.00244541484716157,0.181353711790393,0.105371179039301,0.260829694323144,0.0586026200873362,0.226506550218341,0.607903930131004,1,0
144,3,1,3,2,2,0.173322203672788,0.00163606010016695,0.159432387312187,0.121302170283806,0.268580968280467,0.0266277128547579,0.248030050083472,0.602971619365609,1,0
145,4,4,4,3,3,0.382056737588652,0.0131914893617021,0.0429078014184397,0.112269503546099,0.255886524822695,0.00226950354609929,0.189787234042553,0.694042553191489,1,1
146,4,4,4,3,3,0.226008968609865,0.00233183856502242,0.088609865470852,0.164058295964126,0.337130044843049,0.0130493273542601,0.166614349775785,0.654080717488789,1,1
147,4,4,4,3,3,0.255088235294118,0.00320588235294118,0.0606470588235294,0.110705882352941,0.184852941176471,0.00452941176470588,0.378882352941176,0.503794117647059,1,1
148,4,4,4,3,3,0.200159574468085,0.0314893617021277,0.0998404255319149,0.0543085106382979,0.376489361702128,0.0104787234042553,0.225106382978723,0.707978723404255,1,1
149,4,4,4,3,3,0.468641975308642,0.00580246913580247,0.0754732510288066,0.0930864197530864,0.107777777777778,0.00271604938271605,0.244444444444444,0.657695473251029,1,1
150,1,1,1,3,3,0.135093457943925,0.00154205607476636,0.0868691588785047,0.219018691588785,0.0874766355140187,0.0840654205607477,0.385140186915888,0.310981308411215,0,0
151,1,1,1,3,3,0.141868852459016,0.000426229508196721,0.0958688524590164,0.175311475409836,0.0574098360655738,0.0205245901639344,0.508459016393443,0.295573770491803,0,0
152,1,1,1,3,3,0.237218543046358,0.00132450331125828,0.109072847682119,0.17205298013245,0.0833774834437086,0.0348344370860927,0.359933774834437,0.430993377483444,0,0
153,1,1,1,3,3,0.101849935316947,0.00120310478654593,0.183492884864166,0.13235446313066,0.0209831824062096,0.12496765847348,0.434501940491591,0.307529107373868,0,0
154,1,1,1,3,3,0.354150943396226,0,0.105660377358491,0.202075471698113,0.0335849056603774,0.0460377358490566,0.257547169811321,0.493396226415094,0,0
155,4,1,3,3,3,0.279453551912568,0.000983606557377049,0.0626775956284153,0.0474863387978142,0.286994535519126,0.0119125683060109,0.309016393442623,0.630109289617486,1,0
156,4,1,3,3,3,0.195980861244019,0.00382775119617225,0.0344976076555024,0.0619617224880383,0.370574162679426,0.00124401913875598,0.331196172248804,0.60488038277512,1,0
157,4,1,3,3,3,0.232488888888889,0.00751111111111111,0.0354666666666667,0.0452444444444444,0.463866666666667,0.00333333333333333,0.210222222222222,0.739333333333333,1,0
158,4,1,3,3,3,0.17045871559633,0.000779816513761468,0.0443119266055046,0.0187614678899083,0.425550458715596,0.00146788990825688,0.336743119266055,0.641100917431193,1,0
160,4,4,4,2,1,0.0731764705882353,0,0.126941176470588,0.113294117647059,0.247882352941176,0.0296470588235294,0.409176470588235,0.448,1,1
161,4,4,4,2,1,0.113281853281853,0,0.191351351351351,0.067953667953668,0.215135135135135,0.0696525096525096,0.342857142857143,0.51976833976834,1,1
162,4,4,4,2,1,0.101176470588235,0,0.339542483660131,0.0261437908496732,0.289346405228758,0.0829411764705882,0.160849673202614,0.730065359477124,1,1
163,4,4,4,2,1,0.0310055865921788,0.00187150837988827,0.334050279329609,0.0308938547486034,0.289189944134078,0.0147206703910615,0.297011173184358,0.656117318435754,1,1
164,4,4,4,2,1,0.0458455882352941,0.000698529411764706,0.20125,0.112463235294118,0.379558823529412,0.0216911764705882,0.2375,0.627352941176471,1,1
165,2,3,1,3,3,0.052962962962963,0,0.0637654320987654,0.0675925925925926,0.0306172839506173,0.0435185185185185,0.741543209876543,0.147345679012346,0,1
166,2,3,1,3,3,0.150812274368231,1.80505415162455E-05,0.0690794223826715,0.0390613718411552,0.187689530685921,0.0124187725631769,0.539079422382671,0.407599277978339,0,1
167,2,3,1,3,3,0.191851851851852,0.000101010101010101,0.0567340067340067,0.0383501683501683,0.201919191919192,0.0157239057239057,0.494545454545454,0.450606060606061,0,1
168,2,3,1,3,3,0.167529411764706,5.88235294117647E-05,0.169588235294118,0.0385882352941177,0.119764705882353,0.0471176470588235,0.456882352941176,0.456941176470588,0,1
169,2,3,1,3,3,0.0953179190751445,0,0.159653179190751,0.0190751445086705,0.0434104046242775,0.136820809248555,0.54485549132948,0.298381502890173,0,1
170,1,3,1,2,2,0.269115044247788,0.00415929203539823,0.0361061946902655,0.0141592920353982,0.345929203539823,0.00176991150442478,0.325929203539823,0.655309734513274,0,1
